"","month","counterparty_name","region","factory","deal_type","volume","price","market_price","market_price_prev","inflation","inp_1","inp_2"
"189","2019-04-01 00:00:00","8","2","4","7","27.689512","143.86","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"190","2019-04-01 00:00:00","8","2","6","7","32.6964865","178.54","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"191","2019-04-01 00:00:00","8","2","8","7","275.8160714","159.21566263733","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"192","2019-04-01 00:00:00","9","25","8","4","35.6198872","161.20893797732","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"193","2019-04-01 00:00:00","31","15","4","3","91.667892","157.58210362972","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"194","2019-04-01 00:00:00","51","42","6","3","2.7259769","180.07000186587","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"195","2019-04-01 00:00:00","57","6","3","4","56.292513","175.3924262095","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"196","2019-04-01 00:00:00","59","36","8","5","0.347896","187.93886126888","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"197","2019-04-01 00:00:00","63","10","3","3","3.7325","191.8","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"198","2019-04-01 00:00:00","112","9","1","3","28.355287","148.74094859276","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"199","2019-04-01 00:00:00","129","41","6","4","57.4015524","154.86511565722","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"200","2019-04-01 00:00:00","130","8","1","3","4.946935","176.48658848358","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"201","2019-04-01 00:00:00","153","33","6","4","14.7152076","175.16108323772","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
"202","2019-04-01 00:00:00","169","4","1","5","0.117317","169.36","161.21632","161.56516","0.2922","10.116317828571","9.4682956176471"
