,symbol,year,EV,Market Cap,FCF,EBITDA,CapitalExpenditure,EnterprisesValueEBITDARatio,DilutedEPS,TotalRevenue,TotalAssets,TotalDebt,NetIncome,OperatingExpense,GrossProfit,deal
3050,H,2022,12447898806.0,9688898806.0,473000000.0,974000000.0,-201000000.0,15.5404,4.09,5891000000.0,12312000000.0,3450000000.0,455000000.0,874000000.0,1288000000.0,0
3051,H,2023,16094349034.0,13450349034.0,592000000.0,894000000.0,-208000000.0,17.1216,2.05,6667000000.0,12833000000.0,3370000000.0,220000000.0,995000000.0,1317000000.0,1
3052,HAFN,2020,1903531986.0,677917986.0,349877000.0,354819000.0,-48597000.0,5.364797,0.41,874099000.0,2543912000.0,1307294000.0,148776000.0,32719000.0,239124000.0,0
3053,HAFN,2021,1922610005.0,715507005.0,79408000.0,139580000.0,-27030000.0,13.774251,-0.15,811217000.0,2540491000.0,1331203000.0,-55493000.0,35816000.0,35894000.0,0
3054,HAFN,2022,4533450141.0,2562576141.0,323511000.0,1058580000.0,-447376000.0,10.7219,1.54,1926551000.0,3945339000.0,1775287000.0,751589000.0,42690000.0,840420000.0,0
3055,HAFN,2023,4676542681.0,3481803681.0,876414000.0,1087938000.0,-184392000.0,3.9006,1.56,2671706000.0,3913940000.0,1292351000.0,793275000.0,526764000.0,1328625000.0,0
3056,HAL,2020,25432500000.0,16726500000.0,1153000000.0,-1619000000.0,-728000000.0,-15.708771,-3.34,14445000000.0,20680000000.0,10836000000.0,-2945000000.0,182000000.0,1545000000.0,0
3057,HAL,2021,28160520000.0,20491520000.0,1112000000.0,2685000000.0,-799000000.0,13.8653,1.63,15295000000.0,22321000000.0,10212000000.0,1457000000.0,240000000.0,2016000000.0,0
3058,HAL,2022,42708640674.0,35731640674.0,1231000000.0,3542000000.0,-1011000000.0,13.6668,1.74,20297000000.0,23255000000.0,8943000000.0,1572000000.0,240000000.0,3313000000.0,0
3059,HAL,2023,39220120473.0,32356120473.0,2079000000.0,4939000000.0,-1379000000.0,8.1658,2.92,23018000000.0,24683000000.0,8809000000.0,2638000000.0,175000000.0,4360000000.0,0
3060,HALO,2020,5814056300.0,5767131300.0,52950000.0,152964000.0,-2504000.0,131.5635,0.91,267594000.0,579924000.0,397228000.0,129085000.0,79972000.0,224227000.0,0
3061,HALO,2021,5588579580.0,5528794580.0,297983000.0,259041000.0,-1457000.0,19.9245,2.74,443310000.0,1104429000.0,876674000.0,402710000.0,85995000.0,361897000.0,0
3062,HALO,2022,8932510000.0,7693623000.0,235300000.0,315506000.0,-4810000.0,30.7309,1.44,660116000.0,1841511000.0,1506100000.0,202129000.0,253281000.0,520812000.0,0
3063,HALO,2023,5896685145.0,4882346145.0,373277000.0,451947000.0,-15294000.0,14.4763,2.1,829253000.0,1733270000.0,1499248000.0,281594000.0,299318000.0,636892000.0,1
3064,HAS,2020,16982444928.0,12843727928.0,850500000.0,1175200000.0,-125800000.0,14.0042,1.62,5465400000.0,10818400000.0,5099200000.0,222500000.0,2456100000.0,3176500000.0,0
3065,HAS,2021,17191592668.0,14068092668.0,685200000.0,1670300000.0,-132700000.0,10.7325,3.1,6420400000.0,10037800000.0,4069000000.0,428700000.0,3000400000.0,3872500000.0,0
3066,HAS,2022,11895283336.0,8430383336.0,198700000.0,1220600000.0,-174200000.0,7.7818,1.46,5856700000.0,9295900000.0,4006400000.0,203500000.0,3022100000.0,3451900000.0,0
3067,HAS,2023,10643597294.0,7085297294.0,516300000.0,-863200000.0,-209300000.0,37.6232,-10.73,5003300000.0,6540900000.0,3496300000.0,-1489300000.0,2677600000.0,2869000000.0,0
3068,HBB,2020,309253347.0,239698347.0,-37439000.0,39637000.0,-3312000.0,7.5361,3.37,603713000.0,391168000.0,98360000.0,46258000.0,101239000.0,138654000.0,0
3069,HBB,2021,313208651.0,199721651.0,6013000.0,36724000.0,-11844000.0,6.7172,1.53,658394000.0,382504000.0,96837000.0,21306000.0,104963000.0,136502000.0,0
3070,HBB,2022,316536008.0,171989008.0,-5697000.0,41901000.0,-2279000.0,6.4181,1.81,640949000.0,388950000.0,163571000.0,25267000.0,90320000.0,129114000.0,0
3071,HBB,2023,343831560.0,244740560.0,85217000.0,39058000.0,-3419000.0,13.6257,1.8,625625000.0,384702000.0,98092000.0,25242000.0,108595000.0,143676000.0,0
3072,HBI,2020,8828866261.0,5078565261.0,394734000.0,154457000.0,-53735000.0,11.084,-0.21,6127161000.0,7719867000.0,4471457000.0,-75579000.0,1560034000.0,1602700000.0,0
3073,HBI,2021,9028258457.0,5838699457.0,554137000.0,858340000.0,-69272000.0,28.0862,0.22,6801240000.0,7071436000.0,3742469000.0,77224000.0,1853971000.0,2651699000.0,0
3074,HBI,2022,6224575668.0,2219313668.0,-573924000.0,616078000.0,-215122000.0,9.3414,-0.36,6233650000.0,6503876000.0,4300515000.0,-127204000.0,1701563000.0,2221108000.0,0
3075,HBI,2023,5400638728.0,1561180728.0,517693000.0,355299000.0,-44056000.0,16.6291,-0.05,5636523000.0,5640314000.0,3765295000.0,-17726000.0,1607628000.0,1896410000.0,0
3076,HBIO,2020,219608373.0,169056373.0,7929000.0,5171000.0,-1402000.0,36.4193,-0.2,102100000.0,156254000.0,57599000.0,-7810000.0,57820000.0,58041000.0,0
3077,HBIO,2021,338562275.0,290057275.0,-83000.0,9021000.0,-1345000.0,42.0261,-0.01,118904000.0,162344000.0,56960000.0,-288000.0,65586000.0,67652000.0,0
3078,HBIO,2022,167161795.0,115391795.0,-438000.0,944000.0,-1590000.0,69.4482,-0.23,113335000.0,145360000.0,54241000.0,-9516000.0,67985000.0,60819000.0,0
3079,HBIO,2023,268328116.0,228382116.0,11717000.0,8033000.0,-2311000.0,31.4422,-0.08,112250000.0,137366000.0,42773000.0,-3415000.0,64177000.0,66071000.0,0
3080,HBM,2020,2625062171.0,1825602171.0,-121705000.0,267226000.0,-361185000.0,11.8735,-0.55,1092418000.0,4666645000.0,1199189000.0,-144584000.0,73294000.0,39000000.0,0
3081,HBM,2021,2831832943.0,1878394943.0,32894000.0,231764000.0,-352177000.0,11.3236,-0.93,1501998000.0,4616231000.0,1258276000.0,-244358000.0,92115000.0,131019000.0,0
3082,HBM,2022,2284453854.0,1321546854.0,178843000.0,502541000.0,-308960000.0,4.3325,0.27,1461440000.0,4325943000.0,1245181000.0,70382000.0,-31936000.0,276888000.0,0
3083,HBM,2023,3159740427.0,1922152427.0,195751000.0,621100000.0,-281099000.0,6.5834,0.213431,1690030000.0,5312634000.0,1377871000.0,66367000.0,97624000.0,392561000.0,0
3084,HCA,2020,81832934176.0,55821934176.0,6397000000.0,9735000000.0,-2835000000.0,8.7456,10.93,51533000000.0,47490000000.0,33056000000.0,3754000000.0,35902000000.0,43164000000.0,0
3085,HCA,2021,111497099456.0,78483099456.0,5382000000.0,14252000000.0,-3577000000.0,8.1641,21.16,58752000000.0,50742000000.0,36726000000.0,6956000000.0,39593000000.0,49271000000.0,0
3086,HCA,2022,106313699332.0,67840699332.0,4127000000.0,13290000000.0,-4395000000.0,8.5071,19.15,60233000000.0,52438000000.0,40200000000.0,5643000000.0,41809000000.0,50862000000.0,0
3087,HCA,2023,112681425344.0,72450425344.0,4687000000.0,12721000000.0,-4744000000.0,8.2848,18.97,64968000000.0,56211000000.0,41859000000.0,5242000000.0,45439000000.0,55066000000.0,0
3088,HCAT,2020,1805927193.0,1888194193.0,-36613000.0,-85914000.0,-10465000.0,-21.020174,-2.91,188845000.0,577740000.0,195285000.0,-115017000.0,186893000.0,90768000.0,0
3089,HCAT,2021,1831784809.0,2084886809.0,-41590000.0,-106122000.0,-18467000.0,-17.261122,-3.23,241926000.0,832096000.0,204611000.0,-153210000.0,261222000.0,117572000.0,0
3090,HCAT,2022,450058512.0,582003512.0,-52684000.0,-86147000.0,-17414000.0,-5.224309,-2.63,276236000.0,752286000.0,247974000.0,-137403000.0,273192000.0,133187000.0,0
3091,HCAT,2023,434509000.0,532916000.0,-47391000.0,-68281000.0,-14311000.0,-6.363542,-2.09,295938000.0,701814000.0,249068000.0,-118147000.0,258730000.0,131833000.0,0
3092,HCC,2020,1282444762.0,1091289762.0,25138000.0,94497000.0,-87488000.0,9.2248,-0.7,782738000.0,1393936000.0,418384000.0,-35761000.0,32879000.0,5740000.0,0
3093,HCC,2021,1443282889.0,1322465889.0,293650000.0,377895000.0,-57893000.0,8.693,2.93,1059216000.0,1464211000.0,391862000.0,150881000.0,35593000.0,334617000.0,0
3094,HCC,2022,1377099595.0,1789279595.0,633162000.0,929816000.0,-208742000.0,1.3974,12.4,1738738000.0,2028095000.0,335679000.0,641298000.0,48791000.0,885807000.0,0
3095,HCC,2023,2652271735.0,3171593735.0,209434000.0,696735000.0,-491674000.0,4.1827,9.2,1676625000.0,2357058000.0,173242000.0,478629000.0,51817000.0,601514000.0,0
3096,HCKT,2020,396256330.0,431150330.0,42168000.0,13121000.0,-1893000.0,26.0592,0.17,239482000.0,192545000.0,6123000.0,5473000.0,53984000.0,73114000.0,0
3097,HCKT,2021,593413304.0,642052304.0,43111000.0,50853000.0,-3242000.0,14.6699,1.26,278809000.0,207541000.0,3773000.0,41545000.0,59187000.0,105663000.0,0
3098,HCKT,2022,482205216.0,547347216.0,54248000.0,58685000.0,-4656000.0,8.4169,1.28,293742000.0,184993000.0,61107000.0,40802000.0,60979000.0,115576000.0,0
3099,HCKT,2023,656758022.0,620858022.0,33300000.0,52683000.0,-4101000.0,11.9954,1.24,296590000.0,181428000.0,34425000.0,34151000.0,65942000.0,116382000.0,0
3100,HCM,2020,4313802121.0,4562105121.0,-83972000.0,-182886000.0,-21906000.0,-23.587383,-0.9,227976000.0,724118000.0,32925000.0,-125730000.0,236125000.0,39457000.0,0
3101,HCM,2021,5212095119.0,6125851119.0,-220979000.0,-207958000.0,-16756000.0,-25.343172,-1.25,356128000.0,1372661000.0,34066000.0,-194648000.0,426211000.0,97894000.0,0
3102,HCM,2022,1863617132.0,2689399132.0,-305263000.0,-401106000.0,-36664000.0,-4.802507,-2.15,426409000.0,1029445000.0,27008000.0,-360835000.0,522999000.0,115306000.0,0
3103,HCM,2023,2258947619.0,3074968619.0,186646000.0,67274000.0,-32612000.0,34.534136,0.6,837999000.0,1279773000.0,86131000.0,100780000.0,435177000.0,453552000.0,0
3104,HCSG,2020,1900706500.0,2093028500.0,212872000.0,144828000.0,-4341000.0,13.9313,1.32,1760303000.0,785031000.0,11363000.0,98682000.0,141578000.0,267986000.0,0
3105,HCSG,2021,1118983510.0,1312350510.0,31421000.0,81564000.0,-5687000.0,10.0989,0.61,1641959000.0,777529000.0,11299000.0,48543000.0,166432000.0,230566000.0,0
3106,HCSG,2022,809423000.0,889056000.0,-13377000.0,62856000.0,-5210000.0,18.3555,0.47,1690176000.0,720836000.0,33097000.0,34243000.0,149522000.0,193311000.0,0
3107,HCSG,2023,701142130.0,765814130.0,38092000.0,75256000.0,-5406000.0,11.0543,0.52,1671389000.0,790652000.0,36235000.0,38386000.0,160088000.0,214746000.0,0
3108,HDSN,2020,128744196.0,47249196.0,10217000.0,13033000.0,-1470000.0,11.8538,-0.12,147605000.0,161649000.0,93919000.0,-5208000.0,29506000.0,35410000.0,0
3109,HDSN,2021,291957627.0,198729627.0,-3150000.0,50955000.0,-1922000.0,7.4773,0.69,192748000.0,215715000.0,100271000.0,32259000.0,29359000.0,71664000.0,0
3110,HDSN,2022,501378229.0,456168229.0,59156000.0,137486000.0,-3659000.0,3.5853,2.2,325225000.0,272493000.0,50667000.0,103801000.0,31384000.0,162893000.0,0
3111,HDSN,2023,620211106.0,613827106.0,54967000.0,83954000.0,-3580000.0,7.189,1.1,289025000.0,296672000.0,6683000.0,52247000.0,33335000.0,111507000.0,0
3112,HE,2020,4457903978.0,3863919978.0,45512000.0,617104000.0,-383895000.0,7.0203,1.81,2579775000.0,15004007000.0,2498610000.0,199714000.0,-8768000.0,311493000.0,0
3113,HE,2021,4349640077.0,4536439077.0,-18867000.0,653182000.0,-292000000.0,6.4582,2.25,2850379000.0,15822637000.0,2601000000.0,248056000.0,-9534000.0,386066000.0,0
3114,HE,2022,5364328872.0,4581337872.0,-1527000.0,664925000.0,-329457000.0,7.8406,2.2,3741985000.0,16284244000.0,3427981000.0,243028000.0,-10574000.0,381073000.0,0
3115,HE,2023,4821121950.0,1562660950.0,35592000.0,636227000.0,-438775000.0,7.1363,1.81,3682166000.0,17243821000.0,4035369000.0,201128000.0,-15164000.0,352604000.0,0
3116,HEES,2020,2197383064.0,1075919064.0,150989000.0,269283000.0,-135027000.0,6.3614,-0.91,1006975000.0,1980484000.0,1395247000.0,-46396000.0,265894000.0,357063000.0,0
3117,HEES,2021,2762221598.0,1599991598.0,-193132000.0,398413000.0,-452704000.0,7.7154,2.81,1062797000.0,2080447000.0,1395270000.0,102540000.0,290791000.0,415363000.0,0
3118,HEES,2022,2833993626.0,1648482626.0,-202648000.0,535733000.0,-515886000.0,5.9779,3.66,1244518000.0,2291699000.0,1412072000.0,132170000.0,343845000.0,555163000.0,0
3119,HEES,2023,3472185128.0,1907060128.0,-340349000.0,672502000.0,-745832000.0,5.2487,4.66,1469216000.0,2639886000.0,1611288000.0,169293000.0,405432000.0,684461000.0,0
3120,HEI,2020,13587856366.0,13243045366.0,386185000.0,466575000.0,-22940000.0,27.3882,2.29,1787009000.0,3547711000.0,754011000.0,313984000.0,305479000.0,682127000.0,0
3121,HEI,2021,17875590596.0,17758533596.0,407901000.0,487362000.0,-36183000.0,38.8006,2.21,1865682000.0,3498407000.0,250372000.0,304220000.0,334523000.0,727423000.0,0
3122,HEI,2022,19429561060.0,19317409060.0,435874000.0,593742000.0,-31982000.0,34.6305,2.55,2208322000.0,4095496000.0,304930000.0,351675000.0,365915000.0,862759000.0,0
3123,HEI,2023,19805536482.0,19284538482.0,399301000.0,758310000.0,-49434000.0,28.4448,2.91,2968105000.0,7195063000.0,2498581000.0,403596000.0,528149000.0,1153488000.0,0
3124,HES,2020,23865479056.0,16205479056.0,-864000000.0,-308000000.0,-2197000000.0,-77.485322,-10.147638,4667000000.0,18821000000.0,9075000000.0,-3093000000.0,2862000000.0,2469000000.0,0
3125,HES,2021,29721418870.0,22930418870.0,1143000000.0,3510000000.0,-1747000000.0,9.7097,1.804711,7473000000.0,20515000000.0,9141000000.0,559000000.0,3765000000.0,5773000000.0,0
3126,HES,2022,50410306648.0,43724306648.0,1219000000.0,5798000000.0,-2725000000.0,9.4632,7.11,11324000000.0,21695000000.0,9150000000.0,2096000000.0,5519000000.0,9366000000.0,0
3127,HES,2023,51565014770.0,44280014770.0,-166000000.0,5142000000.0,-4108000000.0,9.8878,4.49,10511000000.0,24007000000.0,9598000000.0,1382000000.0,5352000000.0,8249000000.0,1
3128,HESM,2020,2252813987.0,352813987.0,340600000.0,743600000.0,-301100000.0,3.3291,1.31,1091600000.0,3374500000.0,1910100000.0,24000000.0,358200000.0,934700000.0,0
3129,HESM,2021,3540359238.0,930359238.0,632300000.0,903400000.0,-163200000.0,4.1379,1.76,1203800000.0,3485600000.0,2563500000.0,46400000.0,311000000.0,1038200000.0,0
3130,HESM,2022,4222965152.0,1316565152.0,622900000.0,977800000.0,-238200000.0,4.2738,2.01,1273200000.0,3588200000.0,2885600000.0,83900000.0,300700000.0,1091900000.0,0
3131,HESM,2023,5307179133.0,2162179133.0,642900000.0,1017100000.0,-223500000.0,5.3173,2.08,1346100000.0,3789500000.0,3211400000.0,118600000.0,336700000.0,1153600000.0,0
3132,HFFG,2020,515895001.0,390388850.0,45029000.0,-324700000.0,-664000.0,-1.588836,-6.59,566832000.0,490591000.0,142253000.0,-343512000.0,106355000.0,100747000.0,0
3133,HFFG,2021,587058004.0,454356076.0,15304000.0,50541000.0,-2205000.0,15.42,0.43,796884000.0,596946000.0,190678000.0,22145000.0,122030000.0,151512000.0,0
3134,HFFG,2022,351184193.0,218482265.0,24997000.0,32397000.0,-6287000.0,9.2244,0.01,1170467000.0,637529000.0,224673000.0,460000.0,200697000.0,205512000.0,0
3135,HFFG,2023,472289107.0,289179107.0,12290000.0,34775000.0,-3514000.0,19.4142,-0.04,1148493000.0,596520000.0,203317000.0,-2174000.0,195062000.0,204031000.0,0
3136,HGBL,2020,89337946.0,93847946.0,9141000.0,6421000.0,-7000.0,33.9043,0.3,26183000.0,44555000.0,1003000.0,9658000.0,8071000.0,10334000.0,0
3137,HGBL,2021,60032692.0,68394692.0,-4056000.0,3474000.0,-1425000.0,11.0192,0.08,25792000.0,50464000.0,6581000.0,3053000.0,8519000.0,11010000.0,0
3138,HGBL,2022,73845615.0,86790615.0,6268000.0,11656000.0,-215000.0,7.5215,0.42,46914000.0,67560000.0,7149000.0,15493000.0,6250000.0,10392000.0,0
3139,HGBL,2023,99081507.0,102605507.0,12764000.0,14833000.0,-257000.0,7.3831,0.33,60545000.0,83168000.0,9876000.0,12475000.0,8134000.0,21394000.0,0
3140,HGV,2020,4215177126.0,2671177126.0,48000000.0,-192000000.0,-31000000.0,38.3198,-2.36,894000000.0,3134000000.0,1992000000.0,-201000000.0,188000000.0,152000000.0,1
3141,HGV,2021,10226197492.0,6248197492.0,129000000.0,500000000.0,-39000000.0,109.9591,1.75,2335000000.0,8008000000.0,4328000000.0,176000000.0,357000000.0,855000000.0,0
3142,HGV,2022,7856326417.0,4434326417.0,650000000.0,867000000.0,-97000000.0,8.8973,2.93,3835000000.0,8004000000.0,3847000000.0,352000000.0,580000000.0,1275000000.0,0
3143,HGV,2023,7959797923.0,4338797923.0,237000000.0,840000000.0,-75000000.0,9.6835,2.8,3978000000.0,8685000000.0,4593000000.0,313000000.0,545000000.0,1229000000.0,0
3144,HHH,2020,7770150166.0,4338960166.0,-74481000.0,358204000.0,-1611000.0,22.7569,-0.5,699489000.0,9140332000.0,4356298000.0,-26154000.0,341044000.0,210149000.0,0
3145,HHH,2021,8983382976.0,5502802976.0,-285772000.0,399265000.0,-1814000.0,34.0356,1.03,1427901000.0,9581694000.0,4660520000.0,56100000.0,297299000.0,510675000.0,0
3146,HHH,2022,8137946638.0,3813424638.0,323250000.0,556388000.0,-2004000.0,12.9879,3.65,1608488000.0,9603463000.0,4798504000.0,184533000.0,296069000.0,633617000.0,0
3147,HHH,2023,9040332151.0,4284250151.0,-265822000.0,-342196000.0,-7340000.0,-26.418579,-11.13,1024102000.0,9577003000.0,5354204000.0,-551773000.0,318133000.0,433967000.0,0
3148,HII,2020,8591440000.0,6904440000.0,740000000.0,1171000000.0,-353000000.0,8.5233,17.14,9361000000.0,8157000000.0,1843000000.0,696000000.0,903000000.0,1670000000.0,0
3149,HII,2021,10433600000.0,7469600000.0,429000000.0,1004000000.0,-331000000.0,9.0022,13.5,9524000000.0,10627000000.0,3492000000.0,544000000.0,896000000.0,1368000000.0,0
3150,HII,2022,12293947684.0,9204947684.0,482000000.0,1179000000.0,-284000000.0,10.5437,14.44,10676000000.0,10857000000.0,3151000000.0,579000000.0,923000000.0,1440000000.0,0
3151,HII,2023,12884798115.0,10313798115.0,678000000.0,1295000000.0,-292000000.0,11.4328,17.07,11454000000.0,11215000000.0,2673000000.0,681000000.0,902000000.0,1646000000.0,0
3152,HIMX,2020,1305287506.0,1284138506.0,96737000.0,82173000.0,-5873000.0,31.9087,0.272,887282000.0,909818000.0,165568000.0,47134000.0,162855000.0,220781000.0,0
3153,HIMX,2021,2741611134.0,2787034134.0,380246000.0,567008000.0,-8030000.0,6.3451,2.498,1547097000.0,1603194000.0,208502000.0,436896000.0,203557000.0,748578000.0,0
3154,HIMX,2022,1271802119.0,1082394119.0,70780000.0,300690000.0,-12128000.0,2.8991,1.356,1201339000.0,1701758000.0,420018000.0,236982000.0,229519000.0,487106000.0,0
3155,HIMX,2023,1398491000.0,1058608000.0,129348000.0,70795000.0,-23493000.0,14.7371,0.29,945428000.0,1643404000.0,498136000.0,50616000.0,220285000.0,263497000.0,0
3156,HL,2020,3868422084.0,3445198084.0,89777000.0,203317000.0,-91016000.0,18.1209,-0.03,691873000.0,2700210000.0,533649000.0,-9457000.0,64710000.0,161100000.0,0
3157,HL,2021,3148317007.0,2809088007.0,110420000.0,220122000.0,-109917000.0,13.4737,0.00064,807473000.0,2728808000.0,521483000.0,35095000.0,96798000.0,217801000.0,0
3158,HL,2022,3789710636.0,3370864636.0,-59488000.0,143026000.0,-149378000.0,28.8121,-0.0007,718905000.0,2927172000.0,527225000.0,-37348000.0,95687000.0,116156000.0,0
3159,HL,2023,3448245985.0,2932645985.0,-148388000.0,123996000.0,-223887000.0,23.0576,-0.14,720227000.0,3011104000.0,662815000.0,-84217000.0,73796000.0,112949000.0,0
3160,HLF,2020,7370105000.0,5770805000.0,516600000.0,749700000.0,-112000000.0,10.3848,2.77,5541800000.0,3076100000.0,2670600000.0,372600000.0,3750600000.0,4391200000.0,0
3161,HLF,2021,6450844000.0,4125744000.0,308900000.0,821500000.0,-151400000.0,7.2924,4.13,5802800000.0,2819800000.0,3006600000.0,447200000.0,3829400000.0,4563500000.0,0
3162,HLF,2022,3901805230.0,1456505230.0,196100000.0,679500000.0,-156400000.0,5.9047,3.23,5204400000.0,2732000000.0,2921800000.0,321300000.0,3485600000.0,4030800000.0,0
3163,HLF,2023,3781056002.0,1512456002.0,222500000.0,482200000.0,-135000000.0,7.1829,1.42,5062400000.0,2809400000.0,2769500000.0,142200000.0,3515000000.0,3871400000.0,0
3164,HLIO,2020,1939152232.0,1711241232.0,93100000.0,77000000.0,-15500000.0,22.9866,0.44,523000000.0,1296979000.0,462070000.0,14200000.0,128900000.0,196200000.0,1
3165,HLIO,2021,3830161637.0,3407620637.0,83700000.0,202500000.0,-29400000.0,20.8424,3.22,869200000.0,1415300000.0,444300000.0,104600000.0,163500000.0,312800000.0,0
3166,HLIO,2022,2191483553.0,1772374553.0,74900000.0,190100000.0,-35000000.0,11.0572,3.02,885400000.0,1463700000.0,444500000.0,98400000.0,161200000.0,298500000.0,0
3167,HLIO,2023,2007653051.0,1498953051.0,43500000.0,144200000.0,-40400000.0,13.2169,1.14,835600000.0,1590400000.0,521300000.0,37500000.0,181800000.0,261700000.0,0
3168,HLIT,2020,842495560.0,725727560.0,6958000.0,999000.0,-32205000.0,843.338899,-0.3,378831000.0,591523000.0,184789000.0,-29271000.0,205124000.0,194997000.0,0
3169,HLIT,2021,1269831840.0,1210797840.0,28042000.0,32549000.0,-12975000.0,37.1328,0.12,507149000.0,693686000.0,190212000.0,13254000.0,240823000.0,259742000.0,0
3170,HLIT,2022,1472574010.0,1381217010.0,-3774000.0,61785000.0,-9250000.0,24.216,0.25,624957000.0,710018000.0,160781000.0,28182000.0,267024000.0,315884000.0,0
3171,HLIT,2023,1537025700.0,1462956700.0,-1416000.0,34092000.0,-8475000.0,37.5516,0.72,607907000.0,768206000.0,156051000.0,83994000.0,289564000.0,312545000.0,0
3172,HLT,2020,38923763979.0,30884763979.0,616000000.0,-164000000.0,-92000000.0,85.9244,-2.58,4307000000.0,16755000000.0,11628000000.0,-715000000.0,702000000.0,583000000.0,0
3173,HLT,2021,51913406493.0,43535406493.0,30000000.0,1145000000.0,-79000000.0,87.3963,1.46,5788000000.0,15441000000.0,9776000000.0,410000000.0,638000000.0,1655000000.0,0
3174,HLT,2022,42409822308.0,34174822308.0,1579000000.0,2311000000.0,-102000000.0,19.9482,4.53,8773000000.0,15512000000.0,9691000000.0,1255000000.0,604000000.0,2698000000.0,0
3175,HLT,2023,55520215137.0,46695215137.0,1699000000.0,2303000000.0,-247000000.0,22.8103,4.33,10235000000.0,15401000000.0,10120000000.0,1141000000.0,667000000.0,2930000000.0,0
3176,HLX,2020,894161200.0,631432200.0,78556000.0,164448000.0,-20244000.0,5.5611,0.13,733555000.0,2498278000.0,502171000.0,22174000.0,61084000.0,79909000.0,0
3177,HLX,2021,657924880.0,471506880.0,131795000.0,94361000.0,-8322000.0,5.0862,-0.41,674728000.0,2326028000.0,410947000.0,-61538000.0,63449000.0,15393000.0,0
3178,HLX,2022,1436770836.0,1120439836.0,17604000.0,87681000.0,-33504000.0,31.1637,-0.58,873100000.0,2389338000.0,469675000.0,-87784000.0,76753000.0,50616000.0,0
3179,HLX,2023,1814264434.0,1564731434.0,132869000.0,192989000.0,-19588000.0,8.5602,-0.07,1289728000.0,2556036000.0,540569000.0,-10838000.0,94427000.0,200356000.0,0
3180,HNI,2020,1618853839.0,1471946839.0,172700000.0,139100000.0,-41800000.0,9.4591,0.98,1955400000.0,1418032000.0,254689000.0,41900000.0,620900000.0,721100000.0,0
3181,HNI,2021,1976374045.0,1831671045.0,65000000.0,168600000.0,-66600000.0,10.5799,1.36,2184400000.0,1497900000.0,274600000.0,59800000.0,665600000.0,757400000.0,0
3182,HNI,2022,1465872123.0,1175972123.0,12800000.0,239400000.0,-68400000.0,6.4077,2.94,2361800000.0,1414500000.0,300700000.0,123900000.0,723400000.0,834900000.0,0
3183,HNI,2023,2572318058.0,1948418058.0,188400000.0,185200000.0,-79100000.0,14.9989,1.09,2434000000.0,1928800000.0,578000000.0,49200000.0,813200000.0,948300000.0,0
3184,HNNA,2020,51940785.0,60216785.0,10451000.0,11647000.0,-172000.0,4.0155,1.06,33389000.0,94786000.0,330000.0,7841000.0,5677000.0,16996000.0,0
3185,HNNA,2021,57917973.0,70871973.0,10137000.0,11113000.0,-249000.0,5.4821,1.07,32760000.0,101905000.0,1005000.0,7902000.0,5471000.0,16350000.0,0
3186,HNNA,2022,46916569.0,64870569.0,8449000.0,10275000.0,-216000.0,4.309,0.82,29667000.0,143652000.0,39516000.0,6190000.0,5779000.0,15618000.0,0
3187,HNNA,2023,30525822.0,50473822.0,6919000.0,9086000.0,-215000.0,3.4649,0.63,24020000.0,145719000.0,39443000.0,4771000.0,6195000.0,12529000.0,0
3188,HNRG,2020,189890700.0,44996700.0,31888000.0,41432000.0,-20688000.0,4.583189,-0.2,244241000.0,384130000.0,141618000.0,-6220000.0,53387000.0,58284000.0,0
3189,HNRG,2021,181481100.0,75731100.0,19924000.0,44755000.0,-28050000.0,3.7857,-0.12,247666000.0,353980000.0,107765000.0,-3754000.0,53282000.0,48826000.0,0
3190,HNRG,2022,451654223.0,329496223.0,149000.0,75014000.0,-54020000.0,13.4277,0.55,361991000.0,630554000.0,101744000.0,18105000.0,64953000.0,95383000.0,0
3191,HNRG,2023,367075842.0,292978842.0,-15938000.0,126947000.0,-75352000.0,2.1547,1.25,634480000.0,589780000.0,118981000.0,44793000.0,96078000.0,161090000.0,0
3192,HOFV,2020,179034884.0,78832247.0,-66979602.0,-18310495.0,-48614331.0,-9.777719,-37.62,7099154.0,309665303.0,98899367.0,-45488666.0,12757194.0,-19952262.0,0
3193,HOFV,2021,219445869.0,148297036.0,-91496684.0,-71873423.0,-70734055.0,-3.053227,-22.69,10770384.0,337287911.0,101360196.0,-92413393.0,12199148.0,-22439432.0,0
3194,HOFV,2022,195606760.0,44441768.0,-100060437.0,-22503070.0,-95167689.0,49.0948,-9.01,15979372.0,456296961.0,174729070.0,-45882504.0,48019838.0,10029533.0,0
3195,HOFV,2023,216589307.0,20914390.0,-72591089.0,-31330326.0,-45590651.0,-6.913088,-11.97,24129673.0,441896633.0,222973571.0,-68681539.0,58241189.0,17638048.0,0
3196,HOG,2020,11591556158.0,5612558158.0,1046840000.0,201106000.0,-131050000.0,32.904,0.01,4054377000.0,12010601000.0,9034000000.0,1298000.0,1232497000.0,1372185000.0,0
3197,HOG,2021,10984441909.0,5788017909.0,855520000.0,1015394000.0,-120181000.0,12.3756,4.19,5336308000.0,11051055000.0,6936672000.0,650024000.0,1076638000.0,1900077000.0,0
3198,HOG,2022,11546047982.0,6081254982.0,396792000.0,1114410000.0,-151669000.0,10.4669,4.96,5755130000.0,11492476000.0,6955287000.0,741408000.0,1224471000.0,2133749000.0,0
