,symbol,year,EV,Market Cap,FCF,EBITDA,CapitalExpenditure,EnterprisesValueEBITDARatio,DilutedEPS,TotalRevenue,TotalAssets,TotalDebt,NetIncome,OperatingExpense,GrossProfit,deal
0,A,2020,32440330637.0,31475330637.0,802000000.0,1228000000.0,-119000000.0,27.5385,2.3,5339000000.0,9627000000.0,2359000000.0,719000000.0,1991000000.0,2837000000.0,0
1,A,2021,49105792983.0,47675792983.0,1297000000.0,1762000000.0,-188000000.0,30.9425,3.94,6319000000.0,10705000000.0,2729000000.0,1210000000.0,2060000000.0,3407000000.0,0
2,A,2022,42648250000.0,40813250000.0,1021000000.0,1905000000.0,-291000000.0,22.3641,4.18,6848000000.0,10532000000.0,2769000000.0,1254000000.0,2104000000.0,3722000000.0,0
3,A,2023,31656779422.0,30196779422.0,1474000000.0,1705000000.0,-298000000.0,18.0689,4.19,6833000000.0,10763000000.0,2735000000.0,1240000000.0,2115000000.0,3465000000.0,0
4,AA,2020,5090794490.0,4286794490.0,41000000.0,972000000.0,-353000000.0,8.017,-0.91,9286000000.0,14860000000.0,2624000000.0,-170000000.0,889000000.0,1317000000.0,0
5,AA,2021,11241662985.0,10968662985.0,530000000.0,2058000000.0,-390000000.0,5.1426,2.26,12152000000.0,15025000000.0,1866000000.0,429000000.0,960000000.0,2999000000.0,0
6,AA,2022,8339332892.0,8045332892.0,342000000.0,1425000000.0,-480000000.0,5.1669,-0.57,12451000000.0,14756000000.0,1866000000.0,-123000000.0,908000000.0,2239000000.0,0
7,AA,2023,6952044872.0,6068044872.0,-440000000.0,155000000.0,-531000000.0,44.851902,-3.65,10551000000.0,14155000000.0,1915000000.0,-651000000.0,965000000.0,738000000.0,0
8,AAL,2020,42721732061.0,9800732061.0,-8674000000.0,-7856000000.0,-2131000000.0,-5.438102,-18.36,17337000000.0,62008000000.0,41021000000.0,-8885000000.0,3852000000.0,-7226000000.0,1
9,AAL,2021,43752187606.0,11633187606.0,496000000.0,1587000000.0,-208000000.0,27.569116,-3.09,29882000000.0,66467000000.0,46177000000.0,-1993000000.0,5092000000.0,27000000.0,0
10,AAL,2022,41716739282.0,8266739282.0,-373000000.0,4446000000.0,-2546000000.0,9.382982,0.19,48971000000.0,64716000000.0,43687000000.0,127000000.0,7237000000.0,9037000000.0,0
11,AAL,2023,39602647157.0,8979647157.0,1207000000.0,5520000000.0,-2596000000.0,9.3029,1.21,52788000000.0,63058000000.0,40663000000.0,822000000.0,7805000000.0,11810000000.0,1
12,AAOI,2020,325875100.0,213686100.0,-60293000.0,-20856000.0,-16284000.0,-15.625005,-2.67,234623000.0,480805000.0,154921000.0,-58452000.0,96675000.0,50541000.0,0
13,AAOI,2021,250925220.0,140440220.0,-20082000.0,-23169000.0,-8438000.0,-10.830214,-2.01,211565000.0,454459000.0,149900000.0,-54162000.0,93136000.0,37715000.0,0
14,AAOI,2022,178691828.0,53909828.0,-17730000.0,-36875000.0,-3708000.0,-4.84588,-2.38,222818000.0,408263000.0,155526000.0,-66397000.0,92465000.0,33627000.0,0
15,AAOI,2023,841644892.0,731879892.0,-17596000.0,-26184000.0,-9667000.0,-32.14348,-1.75,217646000.0,389186000.0,121073000.0,-56048000.0,99333000.0,58921000.0,1
16,AAON,2020,3409133203.0,3479736203.0,61012000.0,120992000.0,-67802000.0,27.576,0.993333,514551000.0,449008000.0,202000.0,79009000.0,60491000.0,155849000.0,0
17,AAON,2021,4070484822.0,4172297822.0,5821000.0,99730000.0,-55362000.0,36.2456,0.726667,534517000.0,650180000.0,41580000.0,58758000.0,68598000.0,137830000.0,0
18,AAON,2022,4074217101.0,4006989101.0,-14706000.0,162590000.0,-76024000.0,34.0585,1.24,888788000.0,813903000.0,78251000.0,100376000.0,110823000.0,237572000.0,0
19,AAON,2023,6092307586.0,6001557586.0,49404000.0,274789000.0,-109491000.0,24.0336,2.13,1168518000.0,941436000.0,50550000.0,177623000.0,171539000.0,399020000.0,0
20,AAP,2020,12666333437.0,10687768437.0,701882000.0,947982000.0,-267806000.0,13.6571,7.14,10106321000.0,11839636000.0,3047483000.0,493021000.0,3731707000.0,4481614000.0,0
21,AAP,2021,17541480858.0,14957759858.0,817383000.0,1080217000.0,-289639000.0,15.4416,9.55,10997989000.0,12194209000.0,3371971000.0,596615000.0,4101585000.0,4923950000.0,0
22,AAP,2022,12145345863.0,8712073863.0,310610000.0,939222000.0,-425961000.0,12.8316,8.27,11154722000.0,11986447000.0,3651601000.0,464402000.0,4261982000.0,4932235000.0,0
23,AAP,2023,7309494449.0,3631406449.0,44964000.0,426356000.0,-242411000.0,11.1955,0.5,11287607000.0,12276326000.0,4002127000.0,29735000.0,4409125000.0,4523502000.0,0
24,AAT,2020,3028381312.0,1746555312.0,63497000.0,197311000.0,-63488000.0,14.4371,0.46,344573000.0,2817309000.0,1436811000.0,35588000.0,134873000.0,223454000.0,0
25,AAT,2021,3776784017.0,2271525017.0,63741000.0,212224000.0,-104588000.0,18.847,0.47,375828000.0,3017927000.0,1677120000.0,36593000.0,146185000.0,246054000.0,0
26,AAT,2022,3214257047.0,1603995047.0,65291000.0,238297000.0,-113781000.0,13.5589,0.72,422648000.0,2987881000.0,1673764000.0,55877000.0,155481000.0,270215000.0,0
27,AAT,2023,2993629142.0,1370764142.0,105771000.0,249937000.0,-82980000.0,12.1129,0.84,441164000.0,2984681000.0,1712881000.0,64690000.0,155460000.0,277207000.0,0
28,ABBV,2020,268242981555.0,189133981555.0,16790000000.0,12323000000.0,-798000000.0,17.5575,2.615101,45804000000.0,150565000000.0,86056000000.0,4616000000.0,19054000000.0,30417000000.0,0
29,ABBV,2021,307904924038.0,239432924038.0,21990000000.0,23933000000.0,-787000000.0,16.8346,6.45,56197000000.0,146529000000.0,76684000000.0,11542000000.0,20827000000.0,38751000000.0,1
30,ABBV,2022,343531134897.0,285804134897.0,24248000000.0,24174000000.0,-695000000.0,13.5697,6.63,58054000000.0,138805000000.0,63271000000.0,11836000000.0,22523000000.0,40640000000.0,0
31,ABBV,2023,321061334132.0,273605334132.0,22062000000.0,17172000000.0,-777000000.0,16.8909,2.72,54318000000.0,134711000000.0,59385000000.0,4863000000.0,21146000000.0,33903000000.0,0
32,ABCL,2020,10758833334.0,10844590184.0,8017000.0,169615000.0,-14673000.0,1278.3035,0.45,233155000.0,1005536000.0,4390000.0,118918000.0,41661000.0,206012000.0,0
33,ABCL,2021,3327161587.0,4050576587.0,186132000.0,239149000.0,-58452000.0,10.771,0.48,375203000.0,1318569000.0,40065000.0,153464000.0,107788000.0,329687000.0,0
34,ABCL,2022,2106099325.0,2898197325.0,204700000.0,260167000.0,-72660000.0,5.6146,0.5,485424000.0,1540907000.0,82258000.0,158519000.0,191923000.0,418988000.0,0
35,ABCL,2023,951789076.0,1656872076.0,-121384000.0,-192158000.0,-77507000.0,-4.953159,-0.51,38025000.0,1488094000.0,77380000.0,-146398000.0,261077000.0,38025000.0,0
36,ABG,2020,5016447491.0,2810647491.0,603700000.0,451100000.0,-48800000.0,12.8069,13.18,7131800000.0,3676300000.0,2365200000.0,254400000.0,829600000.0,1223400000.0,0
37,ABG,2021,5395733994.0,3996633994.0,1081700000.0,841700000.0,-82000000.0,7.2699,26.49,9837700000.0,8002600000.0,4561200000.0,532400000.0,1110400000.0,1902200000.0,0
38,ABG,2022,7419250467.0,3967350467.0,588100000.0,1548700000.0,-107900000.0,5.8172,44.61,15433900000.0,8021400000.0,3688800000.0,997300000.0,1828000000.0,3100600000.0,0
39,ABG,2023,8098691378.0,4629291378.0,170700000.0,1034700000.0,-142300000.0,5.7283,28.74,14802700000.0,10159400000.0,5479200000.0,602500000.0,1685100000.0,2755800000.0,0
40,ABT,2020,207764002700.0,193932002700.0,5724000000.0,8841000000.0,-2177000000.0,27.2979,2.5,34608000000.0,72548000000.0,19649000000.0,4495000000.0,14248000000.0,19605000000.0,0
41,ABT,2021,256981927842.0,248276927842.0,8648000000.0,12282000000.0,-1885000000.0,20.8403,3.94,43075000000.0,75196000000.0,19006000000.0,7071000000.0,16113000000.0,24538000000.0,0
42,ABT,2022,197933964976.0,191426964976.0,7804000000.0,12131000000.0,-1777000000.0,15.0052,3.91,43653000000.0,74438000000.0,17716000000.0,6933000000.0,16149000000.0,24511000000.0,0
43,ABT,2023,199568963057.0,191087963057.0,5059000000.0,10544000000.0,-2202000000.0,19.8418,3.26,40109000000.0,73214000000.0,15628000000.0,5723000000.0,15656000000.0,22134000000.0,0
44,ACA,2020,2713226000.0,2647626000.0,177800000.0,263300000.0,-82100000.0,9.9935,2.18,1935600000.0,2646700000.0,254500000.0,106600000.0,223100000.0,382000000.0,0
45,ACA,2021,3235110000.0,2545410000.0,81400000.0,251300000.0,-85100000.0,13.3132,1.42,2036400000.0,3188100000.0,679500000.0,69600000.0,256000000.0,355900000.0,0
46,ACA,2022,3225882660.0,2627582660.0,36300000.0,501300000.0,-138000000.0,10.4195,5.05,2242800000.0,3340600000.0,550600000.0,245800000.0,262800000.0,411100000.0,0
47,ACA,2023,4384423590.0,4029523590.0,57500000.0,383500000.0,-203500000.0,8.064,3.26,2307900000.0,3577900000.0,568700000.0,159200000.0,261100000.0,443800000.0,0
48,ACCO,2020,1725064674.0,802264674.0,103900000.0,188100000.0,-15300000.0,7.9938,0.65,1655200000.0,3048700000.0,1230200000.0,62000000.0,369100000.0,492400000.0,0
49,ACCO,2021,1945656233.0,791456233.0,138400000.0,243400000.0,-21200000.0,9.0077,1.05,2025300000.0,3091300000.0,1110500000.0,101900000.0,431000000.0,614900000.0,0
50,ACCO,2022,1618518576.0,526918576.0,61100000.0,139900000.0,-16500000.0,9.6628,-0.14,1947600000.0,2794700000.0,1092900000.0,-13200000.0,413700000.0,552300000.0,0
51,ACCO,2023,1558847964.0,577147964.0,114900000.0,121600000.0,-13800000.0,6.9529,-0.23,1832800000.0,2644800000.0,1016200000.0,-21800000.0,438700000.0,598300000.0,0
52,ACEL,2020,1099032030.0,943133030.0,-29466000.0,39956000.0,-25761000.0,43.8525,-0.139045,316352000.0,560241000.0,340141000.0,-410000.0,129945000.0,105266000.0,0
53,ACEL,2021,1364289530.0,1216205530.0,81002000.0,105954000.0,-29753000.0,18.8485,0.33,734707000.0,616073000.0,341522000.0,31559000.0,170483000.0,240675000.0,0
54,ACEL,2022,950807500.0,673496500.0,60620000.0,163178000.0,-47379000.0,6.4904,0.81,969797000.0,862769000.0,542032000.0,74102000.0,202041000.0,298896000.0,0
55,ACEL,2023,1153024726.0,870929726.0,50786000.0,157985000.0,-81744000.0,7.5018,0.53,1170420000.0,912893000.0,542574000.0,45603000.0,245818000.0,353225000.0,0
56,ACHC,2020,7746612092.0,4424106092.0,433843000.0,437158000.0,-224964000.0,17.0314,-7.65,2089929000.0,6499362000.0,3257559000.0,-672132000.0,1637082000.0,2002688000.0,0
57,ACHC,2021,6748045190.0,5404009190.0,129666000.0,459470000.0,-244811000.0,14.6649,2.1,2314394000.0,4768078000.0,1638399000.0,190635000.0,1809218000.0,2223692000.0,0
58,ACHC,2022,8940573014.0,7489203014.0,84420000.0,561672000.0,-296149000.0,15.8487,2.98,2610399000.0,4987901000.0,1529673000.0,273139000.0,2042504000.0,2510199000.0,0
59,ACHC,2023,8579784173.0,7170753173.0,38207000.0,189114000.0,-424133000.0,44.9406,-0.24,2928738000.0,5358841000.0,1499833000.0,-21667000.0,2309731000.0,2822746000.0,0
60,ACIW,2020,5688852269.0,4500621269.0,268262000.0,319020000.0,-46633000.0,17.8642,0.62,1294322000.0,3386903000.0,1208403000.0,72660000.0,527119000.0,671863000.0,0
61,ACIW,2021,5005238596.0,4015832596.0,175105000.0,364033000.0,-45368000.0,16.0867,1.08,1370598000.0,3158741000.0,1120606000.0,127791000.0,521830000.0,731727000.0,0
62,ACIW,2022,3501455059.0,2584605059.0,103488000.0,398192000.0,-39893000.0,8.4152,1.24,1421901000.0,3209895000.0,1135000000.0,142177000.0,521995000.0,725830000.0,0
63,ACIW,2023,4287276571.0,3326909571.0,130740000.0,360106000.0,-37777000.0,12.6773,1.12,1452579000.0,3444739000.0,1076426000.0,121509000.0,512960000.0,733368000.0,0
64,ACLS,2020,815723960.0,979392960.0,62269000.0,71036000.0,-7434000.0,11.8339,1.46,474560000.0,624624000.0,48149000.0,49982000.0,140543000.0,198584000.0,0
65,ACLS,2021,2254882400.0,2478374400.0,141472000.0,136081000.0,-8718000.0,21.4563,2.88,662428000.0,753240000.0,47394000.0,98650000.0,159120000.0,286445000.0,0
66,ACLS,2022,2311410641.0,2606866641.0,204924000.0,222068000.0,-10683000.0,11.4905,5.46,919998000.0,1013641000.0,46414000.0,183079000.0,189429000.0,401790000.0,0
67,ACLS,2023,3831515957.0,4247017957.0,136213000.0,297015000.0,-20656000.0,13.9342,7.43,1130604000.0,1281967000.0,45185000.0,246263000.0,225506000.0,491301000.0,0
68,ACMR,2020,1436122043.0,1519318043.0,-69032000.0,21332000.0,-55485000.0,81.1139,0.3,156624000.0,341257000.0,50014000.0,18780000.0,48107000.0,69599000.0,0
69,ACMR,2021,1618333091.0,1668357091.0,-49805000.0,46173000.0,-9712000.0,53.0462,0.58,259751000.0,1052179000.0,39140000.0,37757000.0,76154000.0,114856000.0,0
70,ACMR,2022,116229120.0,458439120.0,-154714000.0,74383000.0,-92520000.0,1.4839,0.59,388832000.0,1235500000.0,79502000.0,39263000.0,124580000.0,183615000.0,0
71,ACMR,2023,967245313.0,1184276313.0,-139661000.0,126989000.0,-64338000.0,8.6696,1.16,557723000.0,1490908000.0,99096000.0,77349000.0,180376000.0,276215000.0,0
72,ACRS,2020,249584261.0,291857261.0,-39086000.0,-47195000.0,-453000.0,-5.288362,-1.2,6482000.0,70784000.0,11256000.0,-51015000.0,49868000.0,1349000.0,0
73,ACRS,2021,693048604.0,890261604.0,-52442000.0,-64461000.0,-308000.0,-10.75144,-1.6,6761000.0,251211000.0,693000.0,-90865000.0,67432000.0,2048000.0,0
74,ACRS,2022,802964258.0,1050260258.0,-68172000.0,-84357000.0,-605000.0,-9.518644,-1.33,29752000.0,254596000.0,684000.0,-86908000.0,102946000.0,17792000.0,0
75,ACRS,2023,-28363997.0,74378003.0,-79634000.0,-115451000.0,-1309000.0,0.24568,-1.27,31249000.0,197405000.0,426000.0,-88481000.0,129482000.0,13168000.0,0
76,ACTG,2020,6151044.0,194161044.0,-33599000.0,123008000.0,-13979000.0,0.1828,1.54,29782000.0,511307000.0,117203000.0,109231000.0,24476000.0,4958000.0,0
77,ACTG,2021,-208823253.0,250383747.0,-7765000.0,193262000.0,-21091000.0,-1.080519,1.91,88047000.0,798856000.0,184210000.0,149197000.0,37404000.0,51949000.0,0
78,ACTG,2022,-152783439.0,183304561.0,-43068000.0,-107204000.0,-5732000.0,1.425165,-3.13,59223000.0,482928000.0,63882000.0,-125065000.0,61927000.0,21835000.0,0
79,ACTG,2023,-51714618.0,391554382.0,-28695000.0,84084000.0,-6189000.0,-0.615035,0.58,125102000.0,633545000.0,13509000.0,67060000.0,51337000.0,72273000.0,0
80,ACU,2020,137295448.0,100601448.0,3151862.0,14523071.0,-2569174.0,10.1121,2.31,164003040.0,129867736.0,47979925.0,8098766.0,48182050.0,59594714.0,0
81,ACU,2021,160201770.0,118645770.0,-1232037.0,20145473.0,-6372615.0,8.3827,3.45,182087559.0,144438684.0,47871337.0,13655679.0,52030370.0,64800357.0,0
82,ACU,2022,144606565.0,77410565.0,-1712525.0,10636660.0,-4604264.0,10.7375,0.82,193962357.0,164377104.0,63827416.0,3034766.0,57285483.0,63558785.0,0
83,ACU,2023,194275100.0,153656100.0,23924042.0,30898676.0,-4975453.0,11.9417,4.86,191500947.0,149241316.0,25933281.0,17793160.0,59021618.0,72210235.0,0
84,ADBE,2020,228649130000.0,229187130000.0,5308000000.0,5049000000.0,-419000000.0,47.6489,10.83,12868000000.0,24284000000.0,4708000000.0,5260000000.0,6909000000.0,11146000000.0,1
85,ADBE,2021,317235630000.0,318714630000.0,6882000000.0,6606000000.0,-348000000.0,50.2035,10.02,15785000000.0,27241000000.0,4673000000.0,4822000000.0,8118000000.0,13920000000.0,0
86,ADBE,2022,159234957000.0,160357957000.0,7396000000.0,6976000000.0,-442000000.0,23.0208,10.1,17606000000.0,27165000000.0,4633000000.0,4756000000.0,9343000000.0,15441000000.0,0
87,ADBE,2023,274772853000.0,278192853000.0,6942000000.0,7784000000.0,-360000000.0,36.7049,11.82,19409000000.0,29779000000.0,4080000000.0,5428000000.0,10405000000.0,17055000000.0,0
88,ADCT,2020,2001433922.0,2455763922.0,-171538000.0,-239065000.0,-2809000.0,-8.371924,-3.77,0.0,513692000.0,115081000.0,-246290000.0,218679000.0,0.0,0
89,ADCT,2021,1120231279.0,1549778279.0,-239754000.0,-230535000.0,-6376000.0,-4.859268,-3.0,33917000.0,617972000.0,139698000.0,-230026000.0,293878000.0,32524000.0,0
90,ADCT,2022,33954875.0,298157875.0,-138998000.0,-107698000.0,-687000.0,-0.315279,-1.99,209908000.0,490859000.0,117375000.0,-157128000.0,329594000.0,206607000.0,0
91,ADCT,2023,-53011406.0,133866594.0,-121902000.0,-145827000.0,-3216000.0,0.363523,-2.94,69558000.0,354782000.0,124377000.0,-240053000.0,232080000.0,67029000.0,0
92,ADM,2020,35463960000.0,28027960000.0,-3209000000.0,3198000000.0,-823000000.0,11.9568,3.15,64355000000.0,49719000000.0,11053000000.0,1772000000.0,2687000000.0,4453000000.0,0
93,ADM,2021,46728400000.0,37850400000.0,5426000000.0,4574000000.0,-1169000000.0,10.8595,4.79,85249000000.0,56136000000.0,10581000000.0,2709000000.0,2994000000.0,5987000000.0,0
94,ADM,2022,59648682976.0,51005682976.0,2159000000.0,6657000000.0,-1319000000.0,9.3187,7.71,101556000000.0,59774000000.0,10288000000.0,4340000000.0,3358000000.0,7570000000.0,0
95,ADM,2023,46522794236.0,38520794236.0,2966000000.0,6000000000.0,-1494000000.0,7.2409,6.43,93935000000.0,54631000000.0,9596000000.0,3483000000.0,3456000000.0,7513000000.0,0
96,ADMA,2020,224873935.0,184368701.0,-114729638.0,-59821190.0,-12726680.0,-3.759102,-0.88,42219783.0,207673394.0,97668699.0,-75748548.0,45843234.0,-19071643.0,1
97,ADMA,2021,343466908.0,276097481.0,-125880000.0,-53095000.0,-13511000.0,-6.468912,-0.51,80943000.0,276252724.0,102919711.0,-71648000.0,59547000.0,1173000.0,0
98,ADMA,2022,974920866.0,857104342.0,-73419000.0,-39512000.0,-13911000.0,-24.674045,-0.33,154080000.0,348461000.0,154442000.0,-65904000.0,74630000.0,35265000.0,0
99,ADMA,2023,1100190615.0,1021373859.0,3819000.0,5120000.0,-4981000.0,111.3229,-0.13,258215000.0,329182000.0,141418000.0,-28239000.0,67310000.0,88942000.0,0
100,ADPT,2020,7350315960.0,8139060960.0,-168486000.0,-144345000.0,-18803000.0,-50.921861,-1.11,98382000.0,1116414000.0,107862000.0,-146227000.0,228669000.0,75852000.0,0
101,ADPT,2021,3665623851.0,3967511851.0,-254473000.0,-193345000.0,-61746000.0,-18.958979,-1.48,154344000.0,923344000.0,111740000.0,-207279000.0,314009000.0,105043000.0,0
102,ADPT,2022,693582879.0,1092612879.0,-200294000.0,-175210000.0,-16349000.0,-3.95858,-1.4,185308000.0,856617000.0,108002000.0,-200191000.0,327585000.0,127399000.0,0
103,ADPT,2023,439560479.0,709386479.0,-167021000.0,-189273000.0,-10697000.0,-2.322362,-1.56,170276000.0,661134000.0,98772000.0,-225250000.0,296329000.0,94723000.0,0
104,ADT,2020,15737233579.0,6482201579.0,791203000.0,1843037000.0,-575546000.0,8.2495,-0.82,5314787000.0,16116936000.0,9523233000.0,-632193000.0,3637411000.0,3798259000.0,0
105,ADT,2021,17263258004.0,7582207004.0,786801000.0,1895770000.0,-862922000.0,9.1646,-0.41,4202723000.0,16894351000.0,9730049000.0,-340820000.0,3380988000.0,3429938000.0,0
106,ADT,2022,18073496120.0,8285148120.0,976621000.0,2106986000.0,-911299000.0,9.0949,0.19,5168330000.0,17821236000.0,9825084000.0,132663000.0,3278656000.0,3967838000.0,0
107,ADT,2023,15731946135.0,6286821135.0,850838000.0,1894294000.0,-806888000.0,7.4256,0.51,4982659000.0,15964094000.0,7859940000.0,463009000.0,2890559000.0,3974193000.0,0
108,ADTX,2020,12935651.0,25459200.0,-7391633.0,-8821373.0,-170629.0,-1.475359,-56476.709877,0.0,13096504.0,1836873.0,-9149227.0,8872209.0,0.0,0
109,ADTX,2021,22596169.0,23288184.0,-23293896.0,-43956561.0,-1015752.0,-0.514837,-83552.007207,105034.0,16663907.0,4721533.0,-46371364.0,27461983.0,27055.0,0
110,ADTX,2022,-724608.0,4958314.0,-22759085.0,-24827813.0,-367079.0,0.02913,-23884.8,933715.0,10735249.0,3381859.0,-27649876.0,25103096.0,166936.0,0
111,ADTX,2023,7583353.0,2929399.0,-18591218.0,-25457964.0,-14407.0,-0.29788,-4326.0,645176.0,44578327.0,18217987.0,-32380839.0,25950765.0,-111660.0,0
112,ADUS,2020,1786425340.0,1853066340.0,102580000.0,57182000.0,-6831000.0,29.5741,2.08,764775000.0,892582000.0,239671000.0,33133000.0,181730000.0,226237000.0,0
113,ADUS,2021,1602099400.0,1490549400.0,34843000.0,80698000.0,-4645000.0,22.1882,2.81,864499000.0,947585000.0,263545000.0,45126000.0,203912000.0,269848000.0,0
114,ADUS,2022,1708767114.0,1602820114.0,96810000.0,83138000.0,-8300000.0,20.7932,2.84,951120000.0,937994000.0,178052000.0,46025000.0,231002000.0,299739000.0,0
115,ADUS,2023,1642763531.0,1505530531.0,102793000.0,106558000.0,-9454000.0,16.626,3.83,1058651000.0,1024426000.0,175182000.0,62516000.0,248920000.0,339876000.0,0
116,ADV,2020,4127809646.0,4127809646.0,314784000.0,292241000.0,-30946000.0,14.124677,-0.79,3155671000.0,5777492000.0,2162752000.0,-175806000.0,544880000.0,604186000.0,0
117,ADV,2021,4413415687.0,2542047687.0,94816000.0,469134000.0,-31175000.0,12.9734,0.17,3602298000.0,5854268000.0,2104138000.0,54494000.0,408127000.0,638175000.0,0
118,ADV,2022,2608023680.0,664943680.0,80803000.0,-1185095000.0,-40455000.0,6.0566,-4.33,4049742000.0,4262371000.0,2114765000.0,-1380502000.0,420579000.0,556559000.0,0
119,ADV,2023,2934586824.0,1181544824.0,192724000.0,301173000.0,-46271000.0,9.743858,-0.2,4224846000.0,3779323000.0,1917009000.0,-63258000.0,489788000.0,564382000.0,0
120,AE,2020,64134555.0,102273555.0,-49007000.0,13482000.0,-5008000.0,5.7479,0.23,1022422000.0,296187000.0,23669000.0,995000.0,10284000.0,4537000.0,0
121,AE,2021,55494577.0,121112577.0,68644000.0,36199000.0,-12382000.0,1.4747,2.75,2025204000.0,374703000.0,20451000.0,11888000.0,13701000.0,29860000.0,0
122,AE,2022,46037563.0,95447563.0,6286000.0,29399000.0,-7491000.0,1.1611,0.85,3366917000.0,384159000.0,48561000.0,3487000.0,17718000.0,23489000.0,0
123,AE,2023,108222825.0,66665825.0,18378000.0,31733000.0,-11897000.0,4.5508,0.08,2745293000.0,361334000.0,53601000.0,212000.0,14932000.0,17331000.0,0
124,AEE,2020,30567598000.0,19772598000.0,-1572000000.0,2604000000.0,-3299000000.0,11.9125,3.5,5794000000.0,32030000000.0,11576000000.0,871000000.0,1558000000.0,2858000000.0,0
125,AEE,2021,35984877000.0,22937877000.0,-1862000000.0,2812000000.0,-3523000000.0,13.0617,3.84,6394000000.0,35735000000.0,13612000000.0,990000000.0,1522000000.0,2991000000.0,0
126,AEE,2022,37933791267.0,22987791267.0,-1117000000.0,3179000000.0,-3380000000.0,12.3724,4.14,7957000000.0,37904000000.0,15095000000.0,1074000000.0,1644000000.0,3343000000.0,0
127,AEE,2023,35031444772.0,19021444772.0,-1207000000.0,3406000000.0,-3771000000.0,10.3889,4.38,7500000000.0,40830000000.0,16506000000.0,1152000000.0,1614000000.0,3467000000.0,0
128,AEI,2020,-13884057.0,51248600.0,295938.0,-4168845.0,-21674.0,3.330433,-7.6,16238200.0,107713745.0,3918103.0,-3151657.0,6337364.0,4152626.0,0
129,AEI,2021,-83809610.0,48751589.0,-16912181.0,-117388592.0,-227821.0,0.71395,-73.85,19798822.0,184210143.0,1818672.0,-103323176.0,23491130.0,8497008.0,0
130,AEI,2022,-87656610.0,17078325.0,-32455085.0,-45247575.0,-599650.0,1.937266,-6.22,4480442.0,153490336.0,1822553.0,-40490938.0,7837826.0,748452.0,0
131,AEI,2023,-68425991.0,9512172.0,7449718.0,-59965387.0,-29105.0,1.141091,-6.52,22088507.0,126314028.0,1673058.0,-58946381.0,9529100.0,7512298.0,0
132,AEIS,2020,3722835210.0,3713272210.0,164753000.0,236959000.0,-36483000.0,18.7949,3.5,1415826000.0,1647662000.0,434631000.0,134675000.0,352680000.0,541869000.0,0
133,AEIS,2021,3382169340.0,3422854340.0,111428000.0,205180000.0,-28817000.0,15.061,3.51,1455954000.0,1817340000.0,503756000.0,134736000.0,375889000.0,532322000.0,0
134,AEIS,2022,3286676604.0,3206723604.0,124702000.0,309362000.0,-58885000.0,11.7923,5.29,1845422000.0,1992168000.0,484493000.0,199660000.0,435597000.0,675506000.0,0
135,AEIS,2023,4101792160.0,4060609160.0,147932000.0,205560000.0,-61005000.0,17.2204,0.86,1655810000.0,2556757000.0,1022753000.0,128284000.0,451727000.0,592398000.0,0
136,AEM,2020,18425090699.0,17064529699.0,432712000.0,1481597000.0,-759342000.0,11.0324,2.1,3138113000.0,9614755000.0,1685516000.0,511607000.0,260822000.0,1082860000.0,0
137,AEM,2021,14358851691.0,12910894691.0,398310000.0,1747016000.0,-946998000.0,7.9463,2.22,3869625000.0,10216090000.0,1696656000.0,561945000.0,301647000.0,1358375000.0,0
138,AEM,2022,24314388154.0,23665612154.0,558399000.0,2271487000.0,-1538237000.0,11.6677,1.53,5741162000.0,23494808000.0,1493412000.0,670249000.0,560241000.0,2003150000.0,0
139,AEM,2023,28977678549.0,27234692549.0,936483000.0,3942056000.0,-1665079000.0,6.548,3.95,6626909000.0,28684949000.0,2004634000.0,1941307000.0,507242000.0,2201875000.0,0
140,AEP,2020,74124631234.0,41352231234.0,-2483100000.0,6218600000.0,-6316000000.0,12.6251,4.42,14918500000.0,80757200000.0,34431500000.0,2200100000.0,6550700000.0,9538400000.0,0
141,AEP,2021,81179542974.0,44859742974.0,-1924200000.0,6757400000.0,-5764100000.0,12.2257,4.96,16792000000.0,87668700000.0,36658900000.0,2488100000.0,6781000000.0,10203900000.0,1
142,AEP,2022,86451056226.0,48791356226.0,-1484400000.0,7102200000.0,-6772400000.0,11.8925,4.49,19639500000.0,93403300000.0,41579300000.0,2307200000.0,7513700000.0,11292200000.0,1
143,AEP,2023,84999151075.0,42711651075.0,-2494300000.0,7202600000.0,-7506500000.0,11.9646,4.24,18982300000.0,96684000000.0,43608500000.0,2208100000.0,7393200000.0,11127700000.0,1
144,AER,2020,33835386362.0,5943565362.0,946658000.0,2679708000.0,-1183725000.0,11.6817,-2.34,4493629000.0,42048039000.0,28791504000.0,-298566000.0,242161000.0,1276496000.0,0
145,AER,2021,42322221208.0,16053770208.0,1904041000.0,2721554000.0,-1789781000.0,16.9558,6.71,4588930000.0,74569768000.0,50378273000.0,1000507000.0,317888000.0,1301517000.0,0
146,AER,2022,60715198539.0,14339694539.0,1299390000.0,4099985000.0,-3871572000.0,15.7071,-3.02,6914985000.0,69726918000.0,46668175000.0,-726041000.0,399530000.0,2109708000.0,0
147,AER,2023,60201193521.0,15032015521.0,-970951000.0,4547656000.0,-6232386000.0,13.5872,13.78,7574664000.0,71274559000.0,46575986000.0,3136091000.0,464128000.0,2531206000.0,0
