,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GRVY,0,0,0,0,0,0,0,0,0,0
GRWG,0,0,0,0,0,0,0,0,0,0
GRX,0,0,0,0,0,0,0,0,0,0
GRYP,0,0,0,0,0,0,0,0,0,0
GS,0,0,0,1,0,0,0,1,0,0
GSAT,0,0,0,1,0,0,0,0,0,0
GSBC,0,0,0,0,0,0,0,0,0,0
GSBD,0,0,0,0,0,0,0,0,0,0
GSHD,0,0,0,0,0,0,0,0,0,0
GSIT,0,0,0,0,0,0,0,0,0,0
GSIW,0,0,0,0,0,0,0,0,0,0
GSK,0,1,1,1,0,0,1,0,0,0
GSL,0,0,0,0,0,0,0,0,0,0
GSL^B,0,0,0,0,0,0,0,0,0,0
GSM,0,0,0,0,0,0,0,0,0,0
GSMGW,0,0,0,0,0,0,0,0,0,0
GSRTU,0,0,0,0,0,0,0,0,0,0
GSUN,0,0,0,0,0,0,0,0,0,0
GS^A,0,0,0,0,0,0,0,0,0,0
GS^C,0,0,0,0,0,0,0,0,0,0
GS^D,0,0,0,0,0,0,0,0,0,0
GT,0,0,0,1,0,0,0,0,0,0
GTBP,0,0,0,0,0,0,0,0,0,0
GTE,0,0,0,0,0,0,0,0,0,0
GTEC,0,0,0,0,0,0,0,0,0,0
GTES,0,0,0,0,0,0,0,0,0,0
GTI,0,0,0,0,0,0,0,0,0,0
GTIM,0,0,0,0,0,0,0,0,0,0
GTLB,0,0,0,0,0,0,0,0,0,0
GTLS,0,0,1,0,0,0,0,0,1,0
GTLS^B,0,0,0,0,0,0,0,0,0,0
GTN,0,0,0,0,0,0,0,0,0,0
GTX,0,0,0,0,0,0,0,0,0,0
GTY,0,0,1,0,0,0,0,0,0,0
GUG,0,0,0,0,0,0,0,0,0,0
GURE,0,0,0,0,0,0,0,0,0,0
GUT,0,0,0,0,0,0,0,0,0,0
GUTS,0,0,0,0,0,0,0,0,0,0
GUT^C,0,0,0,0,0,0,0,0,0,0
GV,0,0,0,0,0,0,0,0,0,0
GVA,0,0,0,0,0,0,0,0,0,0
GVH,0,0,0,0,0,0,0,0,0,0
GWAV,0,0,0,0,0,0,0,0,0,0
GWH,0,0,0,0,0,0,0,0,0,0
GWRE,0,0,0,0,0,0,0,0,0,0
GWRS,0,0,0,0,0,0,0,0,0,0
GWW,0,0,0,0,0,0,0,0,0,0
GXAI,0,0,0,0,0,0,0,0,0,0
GXO,0,0,0,0,0,0,0,0,0,0
GYRE,0,0,1,0,0,0,0,0,0,0
GYRO,0,0,0,0,0,0,0,0,0,0
H,0,0,0,0,0,0,0,0,1,0
HAE,0,0,0,0,0,0,0,0,0,0
HAFC,0,0,0,0,0,0,0,0,0,0
HAFN,0,0,0,0,0,0,0,0,0,0
HAIA,0,0,0,0,0,0,0,0,0,0
HAIAU,0,0,0,0,0,0,0,0,0,0
HAIAW,0,0,0,0,0,0,0,0,0,0
HAIN,0,0,1,0,0,0,0,0,0,0
HAL,0,0,1,0,0,0,0,0,0,0
HALO,0,0,1,0,0,0,0,0,1,0
HAO,0,0,0,0,0,0,0,0,0,0
HAS,0,0,0,0,0,0,0,0,0,0
HASI,0,0,0,0,0,0,0,0,0,0
HAYW,0,0,0,0,0,0,0,0,0,0
HBAN,0,0,0,0,0,0,0,0,0,0
HBANL,0,0,0,0,0,0,0,0,0,0
HBANM,0,0,0,0,0,0,0,0,0,0
HBANP,0,0,0,0,0,0,0,0,0,0
HBB,0,0,1,0,0,0,0,0,0,0
HBCP,0,0,0,0,0,0,0,0,0,0
HBI,0,0,0,0,0,0,0,0,0,1
HBIO,0,0,0,0,0,0,0,0,0,0
HBM,0,0,0,0,0,0,0,0,0,0
HBNC,0,0,0,0,0,0,0,0,0,0
HBT,0,0,0,0,0,0,0,0,0,0
HCA,0,0,0,0,0,0,0,0,0,0
HCAT,0,0,0,0,0,0,0,0,0,0
HCC,0,0,0,0,0,0,0,0,0,0
HCI,0,0,0,0,0,0,0,0,0,0
HCKT,0,0,0,0,0,0,0,0,0,0
HCM,0,0,0,0,0,0,0,0,0,0
HCP,0,0,0,0,0,0,0,0,0,0
HCSG,0,0,0,0,0,0,0,0,0,0
HCTI,0,0,0,0,0,0,0,0,0,0
HCVI,0,0,0,0,0,0,0,0,0,0
HCVIU,0,0,0,0,0,0,0,0,0,0
HCVIW,0,0,0,0,0,0,0,0,0,0
HCWB,0,0,0,0,0,0,0,0,0,0
HCWC,0,0,0,0,0,0,0,0,0,0
HCXY,0,0,0,0,0,0,0,0,0,0
HD,0,1,0,0,0,0,0,0,0,0
HDB,0,0,0,0,0,0,0,0,0,0
HDL,0,0,0,0,0,0,0,0,0,0
HDSN,0,0,0,0,0,0,0,0,0,0
HE,0,0,0,0,0,0,0,0,0,0
HEAR,0,0,0,0,0,0,0,0,0,0
HEES,0,0,0,0,0,0,0,0,0,0
HEI,0,0,0,1,0,0,0,0,0,0
HEI/A,0,0,0,0,0,0,0,0,0,0
HELE,0,0,0,0,0,0,0,0,0,0
HEPA,0,0,0,0,0,0,0,0,0,0
HEPS,0,0,0,0,0,0,0,0,0,0
HEQ,0,0,0,0,0,0,0,0,0,0
HES,0,0,1,1,0,0,0,0,1,0
HESM,0,0,0,0,1,0,0,0,0,0
HFBL,0,0,0,0,0,0,0,0,0,0
HFFG,0,0,0,0,0,0,0,0,0,0
HFRO,0,0,0,0,0,0,0,0,0,0
HFRO^A,0,0,0,0,0,0,0,0,0,0
HFWA,0,0,0,0,0,0,0,0,0,0
HG,0,0,0,0,0,0,0,0,0,0
HGBL,0,0,0,0,0,0,0,0,0,0
HGLB,0,0,0,0,0,0,0,0,0,0
HGTY,0,0,0,0,0,0,0,0,0,0
HGV,0,0,0,0,0,1,0,0,0,0
HHH,0,0,0,0,0,0,0,0,0,0
HHS,0,0,0,1,0,0,0,0,0,0
HI,0,0,0,0,0,1,0,0,0,0
HIFS,0,0,0,0,0,0,0,0,0,0
HIG,0,0,1,0,0,0,0,0,0,0
HIG^G,0,0,0,0,0,0,0,0,0,0
HIHO,0,0,0,0,0,0,0,0,0,0
HII,0,0,0,0,0,0,0,0,0,0
HIMS,0,0,0,0,0,0,0,0,0,0
HIMX,0,0,0,0,0,0,0,0,0,0
HIO,0,0,0,0,0,0,0,0,0,0
HIPO,0,0,0,0,0,0,0,0,0,0
HITI,0,0,0,0,0,0,0,0,0,0
HIVE,0,0,0,0,0,0,0,0,0,0
HIW,0,0,0,0,0,0,0,0,0,0
HIX,0,0,0,0,0,0,0,0,0,0
HKD,0,0,0,0,0,0,0,0,0,0
HKIT,0,0,0,0,0,0,0,0,0,0
HL,0,0,0,0,0,0,0,0,0,0
HLF,0,0,0,0,0,0,0,0,0,0
HLI,0,0,0,0,0,0,0,0,0,0
HLIO,0,0,0,0,0,1,0,0,0,0
HLIT,0,0,0,0,0,0,0,0,0,0
HLLY,0,0,0,0,0,0,0,0,0,0
HLMN,0,0,0,0,0,0,0,0,0,0
HLN,0,0,0,0,0,0,0,0,0,1
HLNE,0,0,0,0,0,0,0,0,0,0
HLP,0,0,0,0,0,0,0,0,0,0
HLT,0,0,0,1,0,0,0,0,0,0
HLVX,0,0,0,0,0,0,0,0,0,0
HLX,0,0,0,0,0,0,0,0,0,0
HLXB,0,0,0,0,0,0,0,0,0,0
HL^B,0,0,0,0,0,0,0,0,0,0
HMC,0,0,1,0,0,0,0,0,0,1
HMN,0,0,0,0,0,0,0,0,0,0
HMST,0,0,0,0,0,0,0,0,0,0
HMY,0,1,1,0,0,0,0,0,0,0
HNI,0,0,0,0,0,0,0,0,0,0
HNNA,0,0,0,0,0,0,0,0,0,0
HNNAZ,0,0,0,0,0,0,0,0,0,0
HNRG,0,0,0,0,0,0,0,0,0,0
HNST,0,0,0,0,0,0,0,0,0,0
HNVR,0,0,0,0,0,0,0,0,0,0
HNW,0,0,0,0,0,0,0,0,0,0
HOFT,0,0,0,0,0,0,0,0,0,0
HOFV,0,0,0,0,0,0,0,0,0,0
HOFVW,0,0,0,0,0,0,0,0,0,0
HOG,0,0,0,0,0,0,0,0,0,0
HOLO,0,0,0,0,0,0,0,0,0,0
HOLOW,0,0,0,0,0,0,0,0,0,0
HOLX,0,0,1,0,0,0,1,0,0,0
HOMB,0,0,0,0,0,0,0,0,0,0
HON,0,0,0,0,0,1,0,0,1,1
HOND,0,0,0,0,0,0,0,0,0,0
HONDU,0,0,0,0,0,0,0,0,0,0
HONDW,0,0,0,0,0,0,0,0,0,0
HONE,0,0,0,0,0,0,0,0,0,0
HOOD,0,0,0,0,0,0,0,0,0,0
HOOK,0,0,0,0,0,0,0,0,0,0
HOPE,0,0,0,0,0,0,0,0,0,0
HOTH,0,0,0,0,0,0,0,0,0,0
HOUR,0,0,0,0,0,0,0,0,0,0
HOUS,0,0,0,0,0,0,0,0,0,0
HOV,0,0,0,0,0,0,0,0,0,0
HOVNP,0,0,0,0,0,0,0,0,0,0
HOVR,0,0,0,0,0,0,0,0,0,0
HOVRW,0,0,0,0,0,0,0,0,0,0
HOWL,0,0,0,0,0,0,0,0,0,0
HP,0,0,0,0,0,0,0,0,0,0
HPAI,0,0,0,0,0,0,0,0,0,0
HPAIW,0,0,0,0,0,0,0,0,0,0
HPE,0,0,0,1,0,0,0,0,0,0
HPE^C,0,0,0,0,0,0,0,0,0,0
HPF,0,0,0,0,0,0,0,0,0,0
HPH,0,0,0,0,0,0,0,0,0,0
HPI,0,0,0,0,0,0,0,0,0,0
HPK,0,0,0,0,0,0,0,0,0,0
HPKEW,0,0,0,0,0,0,0,0,0,0
HPP,0,0,0,1,0,0,0,0,0,0
HPP^C,0,0,0,0,0,0,0,0,0,0
HPQ,0,0,0,0,0,0,0,0,0,0
HPS,0,0,0,0,0,0,0,0,0,0
HQH,0,0,0,0,0,0,0,0,0,0
HQI,0,0,0,0,0,0,0,0,0,0
HQL,0,0,0,0,0,0,0,0,0,0
HQY,0,0,0,0,0,0,0,0,0,0
HR,0,0,1,0,0,0,0,0,0,0
HRB,0,0,0,0,0,0,0,0,0,0
HRI,0,0,0,0,0,0,0,0,0,0
HRL,0,0,0,0,0,0,0,0,0,0
HRMY,0,0,0,0,0,0,0,0,0,0
HROW,0,0,0,0,0,0,0,0,0,0
HROWL,0,0,0,0,0,0,0,0,0,0
HROWM,0,0,0,0,0,0,0,0,0,0
HRTG,0,0,1,1,0,0,0,0,0,0
HRTX,0,0,0,0,0,0,0,0,0,0
HRYU,0,0,0,0,0,0,0,0,0,0
HRZN,0,0,0,0,0,0,0,0,0,0
HSAI,0,0,0,0,0,0,0,0,0,0
HSBC,0,0,1,1,1,0,1,0,1,1
HSCS,0,0,0,0,0,0,0,0,0,0
HSDT,0,0,0,0,0,0,0,0,0,0
HSHP,0,0,0,0,0,0,0,0,0,0
HSIC,0,0,1,1,0,1,0,0,0,0
HSII,0,0,0,0,0,0,0,0,0,0
HSON,0,0,0,0,0,0,0,0,0,0
HSPO,0,0,0,0,0,0,0,0,0,0
HSPTU,0,0,0,0,0,0,0,0,0,0
HST,0,0,0,0,0,1,0,0,0,0
HSTM,0,0,0,0,0,0,0,0,0,0
HSY,0,1,0,0,0,0,0,0,0,0
HTBI,0,0,0,0,0,0,0,0,0,0
HTBK,0,0,0,0,0,0,0,0,0,0
HTCO,0,0,0,0,0,0,0,0,0,0
HTCR,0,0,0,0,0,0,0,0,0,0
HTD,0,0,0,0,0,0,0,0,0,0
HTFC,0,0,0,0,0,0,0,0,0,0
HTGC,0,0,0,0,0,0,0,0,0,0
HTH,0,0,1,0,0,0,0,0,0,0
HTHT,0,0,0,0,0,0,0,0,0,0
HTIA,0,0,0,0,0,0,0,0,0,0
HTIBP,0,0,0,0,0,0,0,0,0,0
HTLD,0,0,1,0,0,0,0,0,0,0
HTLF,0,0,1,0,0,0,0,0,0,0
HTLFP,0,0,1,0,0,0,0,0,0,0
HTLM,0,0,0,0,0,0,0,0,0,0
HTOO,0,0,0,0,0,0,0,0,0,0
HTOOW,0,0,0,0,0,0,0,0,0,0
HTZ,0,0,0,0,0,0,0,0,0,0
HTZWW,0,0,0,0,0,0,0,0,0,0
HUBB,0,0,0,0,0,0,0,0,0,0
HUBC,0,0,0,0,0,0,0,0,0,0
HUBCW,0,0,0,0,0,0,0,0,0,0
HUBCZ,0,0,0,0,0,0,0,0,0,0
HUBG,0,0,0,0,0,0,0,0,0,0
HUBS,0,0,0,0,0,0,0,0,0,0
HUDI,0,0,0,0,0,0,0,0,0,0
HUHU,0,0,0,0,0,0,0,0,0,0
HUIZ,0,0,0,0,0,0,0,0,0,0
HUM,0,0,1,0,0,1,0,0,0,0
HUMA,0,0,0,0,0,0,0,0,0,0
HUMAW,0,0,0,0,0,0,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0
HURA,0,0,0,0,0,0,0,0,0,0
HURC,0,0,0,0,0,0,0,0,0,0
HURN,0,0,0,0,0,0,0,0,0,0
HUSA,0,0,0,0,0,0,0,0,0,0
HUT,0,0,0,0,0,0,0,0,0,0
HUYA,0,0,0,0,0,0,0,0,0,0
HVT,0,0,0,0,0,0,0,0,0,0
HVT/A,0,0,0,0,0,0,0,0,0,0
HWBK,0,0,0,0,0,0,0,0,0,0
HWC,0,0,0,0,0,0,0,0,0,0
HWCPZ,0,0,0,0,0,0,0,0,0,0
HWH,0,0,0,0,0,0,0,1,0,0
HWKN,0,0,0,0,0,0,0,0,0,0
HWM,0,0,0,1,1,0,0,0,0,0
HWM^,0,0,0,0,0,0,0,0,0,0
HXL,0,0,0,0,0,0,0,0,0,0
HY,0,0,0,0,0,0,0,0,0,0
HYAC,0,0,0,0,0,0,0,0,0,0
HYB,0,0,0,0,0,0,0,0,0,0
HYFM,0,0,0,0,0,0,0,0,0,0
HYI,0,0,0,0,0,0,0,0,0,0
HYLN,0,0,0,0,0,0,0,0,0,0
HYMC,0,0,0,0,0,0,0,0,0,0
HYMCL,0,0,0,0,0,0,0,0,0,0
HYMCW,0,0,0,0,0,0,0,0,0,0
HYPR,0,0,0,0,0,0,0,0,0,0
HYT,0,0,0,0,0,0,0,0,0,0
HYZN,0,0,0,0,0,0,1,0,0,0
HYZNW,0,0,0,0,0,0,1,0,0,0
HZO,0,0,0,1,0,0,0,0,0,0
IAC,0,0,0,0,1,0,1,0,0,0
IAE,0,0,0,0,0,0,0,0,0,0
IAF,0,0,0,0,0,0,0,0,0,0
IAG,0,0,0,0,0,0,0,0,0,0
IART,0,0,0,0,0,0,0,0,0,0
IAS,0,0,0,0,0,0,0,0,0,0
IAUX,0,0,0,0,0,0,0,0,0,0
IBAC,0,0,0,0,0,0,0,0,0,0
IBACR,0,0,0,0,0,0,0,0,0,0
IBCP,0,0,0,0,0,0,0,0,0,0
IBEX,0,0,0,0,0,0,0,0,0,0
IBG,0,0,0,0,0,0,0,0,0,0
IBIO,0,0,0,0,0,0,0,0,0,0
IBKR,0,0,0,0,0,0,0,0,0,0
IBM,0,1,0,0,0,1,0,0,1,0
IBN,0,0,0,0,0,0,0,0,0,0
IBO,0,0,0,0,0,0,0,0,0,0
IBOC,0,0,0,0,0,0,0,0,0,0
IBP,0,0,0,0,0,0,0,0,0,0
IBRX,0,0,0,0,0,0,0,0,0,0
IBTA,0,0,0,0,0,0,0,0,0,0
IBTX,0,0,0,0,0,0,0,0,0,0
ICAD,0,0,0,0,0,0,0,0,0,0
ICCC,0,0,0,0,0,0,0,0,0,0
ICCH,0,0,0,0,0,0,0,0,0,0
ICCM,0,0,0,0,0,0,0,0,0,0
ICCT,0,0,0,0,0,0,0,0,0,0
ICE,0,0,0,1,0,0,1,0,0,0
ICFI,0,0,0,0,0,0,0,0,0,0
ICG,0,0,0,0,0,0,0,0,0,0
ICHR,0,0,0,0,0,0,0,0,0,0
ICL,0,0,0,0,0,0,0,0,0,0
ICLK,0,0,0,1,0,0,0,0,0,0
ICLR,0,0,0,0,0,0,0,0,0,0
ICMB,0,0,0,0,0,0,0,0,0,0
ICON,0,0,1,1,0,0,0,0,0,0
ICR^A,0,0,0,0,0,0,0,0,0,0
ICU,0,0,0,0,0,0,0,0,0,0
ICUCW,0,0,0,0,0,0,0,0,0,0
ICUI,0,0,0,0,0,0,0,0,0,0
IDA,0,0,0,0,0,0,0,0,0,0
IDAI,0,0,0,0,0,0,0,0,0,0
IDCC,0,0,0,0,0,0,0,0,0,0
IDE,0,0,0,0,0,0,0,0,0,0
IDN,0,0,0,0,0,0,0,0,0,0
IDR,0,0,0,0,0,0,0,0,0,0
IDT,0,0,0,0,0,0,0,0,0,0
IDXX,0,0,0,0,0,0,0,0,0,0
IDYA,0,0,0,0,0,0,0,0,0,0
IE,0,0,0,0,0,0,0,0,0,0
IEP,0,0,0,1,0,0,0,0,0,0
IESC,0,0,0,0,0,0,0,0,0,0
IEX,0,0,0,0,0,0,0,0,0,0
IFBD,0,0,0,0,0,0,0,0,0,0
IFF,0,0,0,0,0,0,0,0,0,0
IFN,0,0,0,0,0,0,0,0,0,0
IFRX,0,0,0,0,0,0,0,0,0,0
IFS,0,0,0,0,0,0,0,0,0,0
IGA,0,0,0,0,0,0,0,0,0,0
IGC,0,0,0,0,0,0,0,0,0,0
IGD,0,0,0,0,0,0,0,0,0,0
IGI,0,0,0,0,0,0,0,0,0,0
IGIC,0,0,0,0,1,0,0,0,0,0
IGMS,0,0,0,0,0,0,0,0,0,0
IGR,0,0,0,0,0,0,0,0,0,0
IGT,0,0,0,0,0,0,0,0,0,1
IGTA,0,0,0,0,0,0,0,0,0,0
IGTAR,0,0,0,0,0,0,0,0,0,0
IGTAU,0,0,0,0,0,0,0,0,0,0
IGTAW,0,0,0,0,0,0,0,0,0,0
IH,0,0,0,0,0,0,0,0,0,0
IHD,0,0,0,0,0,0,0,0,0,0
IHG,0,0,0,0,1,0,0,1,1,1
IHRT,0,0,0,0,0,0,0,0,0,0
IHS,0,0,0,0,0,0,0,0,0,0
IHT,0,0,0,0,0,0,0,0,0,0
IIF,0,0,0,0,0,0,0,0,0,0
III,0,1,0,0,0,0,0,0,0,0
IIIN,0,0,0,0,0,0,0,0,0,0
IIIV,0,0,0,0,0,0,0,0,0,0
IIM,0,0,0,0,0,0,0,0,0,0
IINN,0,0,0,0,0,0,0,0,0,0
IINNW,0,0,0,0,0,0,0,0,0,0
IIPR,0,0,0,0,0,0,0,0,0,0
IIPR^A,0,0,0,0,0,0,0,0,0,0
IKNA,0,0,0,0,0,0,0,0,0,0
IKT,0,0,0,0,0,0,0,0,0,0
ILAG,0,0,0,0,0,0,0,0,0,0
ILLR,0,0,0,0,0,0,0,0,0,0
ILLRW,0,0,0,0,0,0,0,0,0,0
ILMN,0,0,0,0,0,0,0,0,0,0
ILPT,0,0,0,0,0,0,0,0,0,0
IMAB,0,0,0,0,0,0,0,0,0,0
IMAX,0,0,0,0,0,0,0,0,0,0
IMCC,0,0,0,0,0,0,1,0,0,0
IMCR,0,0,0,0,0,0,0,0,0,0
IMG,0,0,0,0,0,0,0,0,0,0
IMKTA,0,0,0,0,0,0,0,0,0,0
IMMP,0,0,0,0,0,0,0,0,0,0
IMMR,0,0,0,0,0,0,0,0,0,0
IMMX,0,0,0,0,0,0,0,0,0,0
IMNM,0,0,0,0,0,0,0,0,0,0
IMNN,0,0,0,1,0,0,0,0,0,0
IMO,0,0,0,0,0,0,0,0,0,0
IMOS,0,0,0,0,0,0,0,0,0,0
IMPP,0,0,0,0,0,0,0,0,0,0
IMPPP,0,0,0,0,0,0,0,0,0,0
IMRN,0,0,0,0,0,0,0,0,0,0
IMRX,0,0,0,0,0,0,0,0,0,0
IMTE,0,0,0,0,0,0,0,0,0,0
IMTX,0,0,0,0,0,0,0,0,0,0
IMTXW,0,0,0,0,0,0,0,0,0,0
IMUX,0,0,0,0,0,1,0,0,0,0
IMVT,0,0,0,0,0,0,0,0,0,0
IMXI,0,0,0,0,0,0,0,0,0,0
INAB,0,0,0,0,0,0,0,0,0,0
INAQ,0,0,0,0,0,0,0,0,0,0
INAQU,0,0,0,0,0,0,0,0,0,0
INAQW,0,0,0,0,0,0,0,0,0,0
INBK,0,0,0,0,0,0,0,0,0,0
INBKZ,0,0,0,0,0,0,0,0,0,0
INBS,0,0,0,0,0,0,0,0,0,0
INBX,0,0,0,0,0,0,0,0,0,0
INCR,0,0,0,0,0,0,0,0,0,0
INCY,0,0,1,1,0,0,0,0,0,0
INDB,0,0,0,0,0,0,0,0,0,0
INDI,0,0,0,0,0,0,0,0,0,0
INDO,0,0,0,0,0,0,0,0,0,0
INDP,0,0,0,0,0,0,0,0,0,0
INDV,0,0,0,0,0,0,0,0,0,1
INFA,0,0,0,0,0,0,0,0,0,0
INFN,0,0,0,0,1,1,0,0,0,0
INFU,0,0,0,0,0,0,0,0,0,0
INFY,0,0,0,0,1,0,0,1,0,0
ING,0,0,1,0,0,0,1,1,1,0
INGM,0,0,0,0,0,0,0,0,0,0
INGN,0,0,0,0,0,0,0,1,0,0
INGR,0,0,0,0,0,0,0,0,0,0
INHD,0,0,0,0,0,0,0,0,0,0
INKT,0,0,0,0,0,0,0,0,0,0
INLX,0,0,0,0,0,0,0,0,0,0
INM,0,0,0,0,0,0,0,0,0,0
INMB,0,0,0,0,0,0,0,0,0,0
INMD,0,0,0,0,0,0,0,0,0,0
INN,0,0,1,0,0,0,0,0,0,0
INNV,0,0,0,0,0,0,0,0,0,0
INN^E,0,0,0,0,0,0,0,0,0,0
INN^F,0,0,0,0,0,0,0,0,0,0
INO,0,0,1,0,0,0,0,0,0,0
INOD,0,0,0,0,0,0,0,0,0,0
INSE,0,0,0,0,0,0,0,0,0,0
INSG,0,0,0,0,0,0,0,0,0,0
INSI,0,0,0,0,0,0,0,0,0,0
INSM,0,0,0,0,0,0,0,0,0,0
INSP,0,0,0,1,0,0,0,0,0,0
INSW,0,0,1,0,0,0,0,0,0,0
INTA,0,0,0,0,0,0,0,0,0,0
INTC,0,0,0,1,1,1,0,0,0,0
INTG,0,0,0,0,0,0,0,0,0,0
INTJ,0,0,0,0,0,0,0,0,0,0
INTR,0,0,0,0,0,0,0,0,0,0
INTS,0,0,0,0,0,0,0,0,0,0
INTT,0,0,1,0,0,0,0,0,0,0
INTU,0,0,0,0,0,1,0,0,0,0
INTZ,0,0,0,0,0,0,0,0,0,0
INUV,0,0,0,0,0,0,0,0,0,0
INV,0,0,0,0,0,0,0,0,0,0
INVA,0,0,0,0,0,0,0,0,0,0
INVE,0,0,0,0,0,0,0,0,0,0
INVH,0,0,0,0,0,0,0,0,0,0
INVX,0,0,0,0,0,0,0,0,0,0
INVZ,0,0,0,0,0,0,0,0,0,0
INVZW,0,0,0,0,0,0,0,0,0,0
INZY,0,0,0,0,0,0,0,0,0,0
IOBT,0,0,0,0,0,0,0,0,0,0
IONQ,0,0,0,0,0,0,0,0,0,0
IONR,0,0,0,0,1,0,0,0,0,0
IONS,0,0,0,0,0,0,1,0,0,0
IOR,0,0,0,0,0,0,0,0,0,0
IOSP,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0
IOVA,0,0,0,0,0,0,0,0,0,0
IP,0,0,1,0,0,0,1,0,0,0
IPA,0,0,0,0,0,0,0,0,0,0
IPAR,0,0,0,0,0,0,0,0,0,0
IPDN,0,0,0,0,0,0,0,0,0,0
IPG,0,0,0,0,0,0,0,1,0,0
IPGP,0,0,0,0,0,0,0,0,0,0
IPHA,0,0,0,0,0,0,0,0,0,0
IPI,0,0,0,0,0,0,0,0,0,0
IPSC,0,0,0,0,0,0,0,0,0,0
IPW,0,0,0,0,0,0,0,0,0,0
IPWR,0,0,0,0,0,0,0,0,0,0
IPX,0,0,0,0,0,0,0,0,0,0
IPXX,0,0,0,0,0,0,0,0,0,0
IPXXU,0,0,0,0,0,0,0,0,0,0
IPXXW,0,0,0,0,0,0,0,0,0,0
IQ,0,0,0,0,0,0,0,0,0,0
IQI,0,0,0,0,0,0,0,0,0,0
IQV,0,0,0,0,0,0,0,0,0,0
IR,0,0,0,0,0,0,0,0,1,0
IRBT,0,0,1,0,0,0,0,0,0,0
IRD,0,0,0,0,0,0,0,0,0,0
IRDM,0,0,0,0,0,0,0,0,0,0
IREN,0,0,0,0,0,0,0,0,0,0
IRIX,0,0,0,0,0,0,0,0,0,0
IRM,0,1,0,0,0,0,0,0,0,0
IRMD,0,0,0,0,0,0,0,0,0,0
IROH,0,0,0,0,0,0,0,0,0,0
IROHR,0,0,0,0,0,0,0,0,0,0
IROHU,0,0,0,0,0,0,0,0,0,0
IROHW,0,0,0,0,0,0,0,0,0,0
IRON,0,0,0,0,0,0,0,0,0,0
IROQ,0,0,0,0,0,0,0,0,0,0
IRS,0,0,0,0,0,0,0,0,0,0
IRT,0,0,0,0,0,0,0,0,0,0
IRTC,0,0,0,0,0,0,0,0,0,0
IRWD,0,0,0,0,1,0,0,0,0,0
ISD,0,0,0,0,0,0,0,0,0,0
ISDR,0,0,0,0,0,0,0,0,0,0
ISPC,0,0,0,0,0,0,0,0,0,0
ISPO,0,0,0,0,0,0,0,0,0,0
ISPOW,0,0,0,0,0,0,0,0,0,0
ISPR,0,0,0,0,0,0,0,0,0,0
ISRG,0,0,0,0,0,0,0,0,0,0
ISRL,0,0,0,0,0,0,0,0,0,0
ISRLU,0,0,0,0,0,0,0,0,0,0
ISSC,0,0,0,0,0,0,0,0,0,0
ISTR,0,0,0,1,0,0,0,0,0,0
IT,0,0,0,0,0,0,0,0,0,0
ITCI,0,0,0,0,0,0,0,0,0,0
ITGR,0,0,0,0,0,0,0,0,0,0
ITIC,0,0,0,0,0,0,0,0,0,0
ITOS,0,0,0,0,0,0,0,0,0,0
ITP,0,0,0,0,0,0,0,0,0,0
ITRG,0,0,0,0,0,0,0,0,0,0
ITRI,0,0,1,0,0,0,0,0,0,0
ITRM,0,0,0,0,0,0,0,0,0,0
ITRN,0,0,0,1,0,0,0,0,0,0
ITT,0,0,0,0,0,0,0,0,0,0
ITUB,0,0,0,0,0,0,0,0,0,0
ITW,0,0,0,0,0,0,0,0,0,0
IVA,0,0,0,0,0,0,1,0,0,0
IVAC,0,0,0,0,0,0,0,0,0,0
IVCA,0,0,0,0,0,0,0,0,0,0
IVCAW,0,0,0,0,0,0,0,0,0,0
IVCB,0,0,0,0,0,0,0,0,0,0
IVCP,0,0,0,0,0,0,0,0,0,0
IVCPU,0,0,0,0,0,0,0,0,0,0
IVCPW,0,0,0,0,0,0,0,0,0,0
IVDA,0,0,0,0,0,0,0,0,0,0
IVDAW,0,0,0,0,0,0,0,0,0,0
IVP,0,0,0,0,0,0,0,0,0,0
IVR,0,0,0,0,0,0,0,0,0,0
IVR^B,0,0,0,0,0,0,0,0,0,0
IVR^C,0,0,0,0,0,0,0,0,0,0
IVT,0,0,0,0,0,0,0,0,0,0
IVVD,0,0,0,0,0,0,0,0,0,0
IVZ,0,0,0,1,0,0,0,0,0,0
IX,0,0,0,0,0,0,0,0,0,0
IXHL,0,0,0,0,0,0,0,0,0,0
IZEA,0,0,0,0,0,0,0,0,0,0
IZM,0,0,0,0,0,0,0,0,0,0
IZTC,0,0,0,0,0,0,0,0,0,0
J,0,0,0,0,0,0,0,0,0,0
JACK,0,0,0,0,0,1,0,0,0,0
JAGX,0,0,0,1,0,0,0,0,0,0
JAKK,0,0,0,0,0,0,0,0,0,0
JAMF,0,0,0,0,0,0,0,0,0,0
JANX,0,0,0,0,0,0,0,0,0,0
JAZZ,0,0,0,0,0,0,0,0,0,0
JBDI,0,0,0,0,0,0,0,0,0,0
JBGS,0,0,0,0,0,0,0,0,0,0
JBHT,0,0,1,0,0,0,0,0,0,0
JBI,0,0,0,0,0,0,0,0,0,0
JBK,0,0,0,0,0,0,0,0,0,0
JBL,0,0,0,0,0,0,0,0,0,0
JBLU,0,0,0,0,0,0,0,0,0,0
